ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
20611,23078,1,2022-03-22,1,3,23,260,5,57834,1,0
20612,23079,1,2022-04-06,1,3,21,228,5,57837,1,0
20613,23080,1,2026-05-29,1,22,168,1837,44,57843,1,0
20614,23082,2,2022-08-26,1,7,47,516,14,57850,1,0
20615,23082,1,2022-08-16,1,7,47,516,14,57851,1,0
20616,23083,2,2025-02-14,1,1,11,134,2,57854,1,0
20617,23084,2,2024-02-20,1,31,242,2696,62,57858,1,0
20618,23084,1,2024-02-19,1,31,242,2696,62,57857,1,0
20619,23086,1,2022-04-30,1,18,132,1452,36,57860,1,0
20620,23086,1,2022-04-07,1,18,132,1452,36,57861,1,0
20621,23087,1,2023-03-26,1,23,172,1865,46,57863,1,0
20622,23097,1,2024-09-12,1,13,95,1043,25,57893,1,0
20623,23097,1,2024-09-20,1,13,95,1043,25,57892,1,0
20624,23099,2,2024-09-18,1,5,30,324,10,57898,1,0
20625,23099,1,2024-10-13,1,5,30,324,10,57899,1,0
20626,23100,1,2026-03-29,1,28,221,2460,55,57901,1,0
20627,23102,1,2026-02-13,1,23,177,1938,46,57906,1,0
20628,23102,1,2026-03-19,1,23,177,1938,46,57907,1,0
20629,23103,1,2026-03-02,1,2,13,143,3,57909,1,0
20630,23104,1,2026-02-23,1,12,92,1010,23,57911,1,0
20631,23104,1,2025-12-31,1,12,92,1010,23,57910,1,0
20632,23105,1,2022-10-19,1,10,68,741,20,57912,1,0
20633,23106,1,2023-08-04,1,16,124,1369,31,57914,1,0
20634,23107,2,2022-03-27,1,20,150,1637,39,57917,1,0
20635,23107,1,2022-03-24,1,20,150,1637,39,57916,1,0
20636,23108,2,2026-06-28,1,8,59,645,16,57918,1,0
20637,23109,1,2026-05-30,1,9,65,713,18,57919,1,0
20638,23110,2,2024-03-11,1,21,158,1729,42,57920,1,0
20639,23111,1,2026-06-24,1,9,61,654,18,57921,1,0
20640,23114,1,2026-06-01,1,5,34,371,10,57929,1,0
20641,23114,1,2026-06-28,1,5,34,371,10,57930,1,0
20642,23115,2,2022-08-17,1,9,61,659,18,57931,1,0
20643,23116,1,2022-03-03,1,10,70,765,19,57933,1,0
20644,23116,1,2022-01-09,1,10,70,765,19,57934,1,0
20645,23117,2,2026-02-23,1,4,25,275,8,57935,1,0
20646,23117,1,2026-01-21,1,4,25,275,8,57937,1,0
20647,23119,1,2023-12-14,1,24,188,2084,47,57944,1,0
20648,23119,1,2024-01-25,1,24,188,2084,47,57943,1,0
20649,23121,1,2023-06-05,1,5,33,357,9,57951,1,0
20650,23121,1,2023-06-06,1,5,33,357,9,57950,1,0
20651,23122,1,2026-01-23,1,7,48,518,13,57954,1,0
20652,23122,2,2026-02-20,1,7,48,518,13,57953,1,1
20653,23124,2,2023-05-27,1,24,185,2042,47,57959,1,0
20654,23124,1,2023-05-05,1,24,185,2042,47,57958,1,0
20655,23125,1,2025-05-23,1,1,6,63,2,57960,1,0
20656,23126,2,2025-11-20,1,15,116,1288,30,57965,1,0
20657,23126,2,2025-11-24,1,15,116,1288,30,57967,1,0
20658,23127,2,2025-10-12,1,16,124,1361,31,57968,1,0
20659,23128,1,2022-07-21,1,4,28,322,8,57970,1,0
20660,23128,2,2022-06-08,1,4,28,322,8,57969,1,0
20661,23129,1,2026-06-28,1,21,154,1673,41,57972,1,0
20662,23130,1,2026-03-31,1,23,174,1900,46,57973,1,1
20663,23131,2,2024-04-24,1,28,221,2452,55,57976,1,0
20664,23133,2,2022-03-23,1,29,231,2571,58,57982,1,0
20665,23133,1,2022-04-14,1,29,231,2571,58,57984,1,0
20666,23134,2,2022-05-24,1,19,140,1533,37,57987,1,0
20667,23137,2,2022-10-03,1,1,4,45,2,57994,1,0
20668,23138,1,2024-02-22,1,4,27,306,7,57997,1,0
20669,23138,1,2024-03-14,1,4,27,306,7,57996,1,0
20670,23139,1,2023-07-24,1,6,38,420,11,58000,1,0
20671,23140,1,2023-09-19,1,26,206,2292,51,58001,1,0
20672,23142,1,2023-02-10,1,5,32,342,9,58010,1,0
20673,23143,1,2026-06-28,1,28,220,2439,55,58013,1,0
20674,23143,1,2026-06-28,1,28,220,2439,55,58014,1,0
20675,23145,1,2025-07-10,1,12,88,962,24,58019,1,0
20676,23146,1,2022-10-15,1,19,143,1570,38,58023,1,0
20677,23147,2,2024-12-15,1,15,110,1212,30,58024,1,0
20678,23148,1,2025-07-16,1,6,38,422,11,58025,1,0
20679,23149,1,2023-12-28,1,5,30,325,9,58026,1,0
20680,23150,2,2024-12-20,1,19,142,1556,38,58027,1,0
20681,23151,2,2026-04-08,1,11,78,855,21,58029,1,0
20682,23152,1,2026-06-28,1,23,172,1874,46,58031,1,0
20683,23152,1,2026-06-28,1,23,172,1874,46,58032,1,0
20684,23154,1,2026-04-03,1,21,154,1669,42,58035,1,0
20685,23154,2,2026-02-15,1,21,154,1669,42,58034,1,0
20686,23156,1,2024-12-16,1,26,205,2279,51,58037,1,0
20687,23157,1,2022-09-07,1,8,56,610,15,58040,1,0
20688,23158,1,2024-04-24,1,12,86,938,23,58044,1,0
20689,23158,1,2024-04-18,1,12,86,938,23,58043,1,0
20690,23160,1,2025-08-18,1,14,102,1126,28,58047,1,0
20691,23161,1,2025-12-06,1,16,125,1390,31,58050,1,0
20692,23166,2,2024-01-18,1,21,157,1708,42,58060,1,0
20693,23166,1,2024-02-04,1,21,157,1708,42,58061,1,0
20694,23167,2,2025-04-19,1,21,156,1706,42,58064,1,0
20695,23167,1,2025-04-12,1,21,156,1706,42,58062,1,0
20696,23169,1,2025-05-07,1,3,21,226,6,58070,1,0
20697,23170,1,2026-06-19,1,15,116,1290,29,58071,1,0
20698,23171,1,2024-08-14,1,12,92,1014,24,58072,1,0
20699,23172,2,2024-11-30,1,14,104,1160,28,58074,1,0
20700,23174,1,2022-09-17,1,3,21,230,6,58081,1,0
20701,23174,1,2022-10-15,1,3,21,230,6,58082,1,0
20702,23175,2,2024-03-15,1,10,69,756,19,58085,1,0
20703,23175,1,2024-03-01,1,10,69,756,19,58086,1,0
20704,23176,1,2022-04-11,1,26,205,2280,52,58088,1,0
20705,23177,1,2023-01-24,1,13,95,1040,26,58093,1,0
20706,23177,1,2023-03-02,1,13,95,1040,26,58091,1,0
20707,23178,1,2026-06-09,1,17,129,1421,33,58096,1,0
20708,23178,1,2026-04-20,1,17,129,1421,33,58097,1,0
20709,23182,1,2026-06-08,1,2,13,149,4,58108,1,0
20710,23183,1,2023-01-15,1,16,120,1318,32,58111,1,0
20711,23183,2,2022-11-22,1,16,120,1318,32,58112,1,0
20712,23185,1,2022-09-16,1,2,16,184,4,58115,1,0
20713,23185,1,2022-10-31,1,2,16,184,4,58114,1,0
20714,23186,1,2023-08-17,1,25,194,2149,49,58120,1,0
20715,23187,1,2023-04-15,1,24,189,2087,48,58124,1,0
20716,23187,1,2023-03-08,1,24,189,2087,48,58122,1,0
20717,23188,2,2026-02-24,1,15,115,1276,29,58128,1,0
20718,23189,1,2024-03-17,1,22,162,1755,44,58129,1,0
20719,23191,2,2022-05-22,1,6,39,431,12,58131,1,0
20720,23192,1,2022-07-07,1,30,235,2629,59,58134,1,0
20721,23192,1,2022-06-14,1,30,235,2629,59,58132,1,0
20722,23193,1,2025-05-10,1,11,79,863,22,58137,1,0
20723,23194,1,2022-03-08,1,30,234,2604,60,58138,1,0
20724,23195,1,2024-01-06,1,19,140,1530,38,58140,1,0
20725,23197,1,2024-02-16,1,9,62,668,17,58143,1,0
20726,23201,1,2024-02-26,1,20,152,1663,39,58151,1,0
20727,23202,1,2025-06-29,1,13,98,1085,26,58152,1,0
20728,23203,1,2024-10-04,1,17,129,1423,34,58154,1,0
20729,23204,1,2024-12-17,1,16,122,1342,32,58155,1,0
20730,23205,1,2026-03-24,1,16,124,1367,31,58156,1,0
20731,23207,1,2022-01-12,1,16,118,1297,32,58160,1,0
20732,23211,1,2024-06-19,1,9,63,685,18,58174,1,0
20733,23211,2,2024-06-12,1,9,63,685,18,58173,1,1
20734,23212,2,2026-01-27,1,11,77,840,21,58176,1,0
20735,23212,1,2026-01-11,1,11,77,840,21,58175,1,0
20736,23213,1,2025-12-25,1,26,207,2302,51,58178,1,1
20737,23213,1,2025-11-21,1,26,207,2302,51,58177,1,0
20738,23214,1,2022-11-11,1,3,21,227,6,58181,1,0
20739,23215,1,2023-09-19,1,31,241,2687,62,58183,1,0
20740,23215,1,2023-09-12,1,31,241,2687,62,58185,1,0
20741,23217,2,2025-12-18,1,7,46,492,13,58190,1,0
20742,23217,1,2025-11-17,1,7,46,492,13,58191,1,0
20743,23219,1,2024-11-13,1,17,128,1403,34,58195,1,0
20744,23220,1,2022-02-09,1,22,169,1844,44,58200,1,0
20745,23221,2,2025-01-24,1,26,203,2251,52,58204,1,0
20746,23221,1,2025-01-06,1,26,203,2251,52,58205,1,0
20747,23223,1,2026-06-28,1,18,136,1500,36,58208,1,0
20748,23223,2,2026-06-28,1,18,136,1500,36,58210,1,0
20749,23224,1,2023-10-17,1,30,237,2643,59,58212,1,0
20750,23227,1,2024-09-09,1,10,69,744,20,58222,1,0
20751,23227,1,2024-08-25,1,10,69,744,20,58219,1,0
20752,23229,1,2024-07-26,1,31,241,2686,61,58224,1,0
20753,23234,1,2024-09-01,1,21,157,1713,42,58242,1,0
20754,23234,1,2024-07-19,1,21,157,1713,42,58243,1,0
20755,23236,1,2024-11-14,1,12,85,931,23,58248,1,0
20756,23243,1,2024-10-03,1,13,96,1062,26,58265,1,0
20757,23243,1,2024-10-05,1,13,96,1062,26,58267,1,0
20758,23246,1,2025-09-12,1,21,155,1684,42,58275,1,0
20759,23246,1,2025-08-28,1,21,155,1684,42,58273,1,0
20760,23247,1,2025-08-31,1,7,47,507,14,58276,1,0
20761,23247,1,2025-07-23,1,7,47,507,14,58277,1,0
20762,23249,1,2023-08-20,1,26,204,2264,51,58283,1,0
20763,23249,1,2023-07-19,1,26,204,2264,51,58282,1,0
20764,23250,1,2025-02-13,1,11,81,898,21,58287,1,0
20765,23252,1,2026-05-21,1,20,147,1598,40,58292,1,0
20766,23253,1,2022-05-12,1,18,133,1457,36,58294,1,0
20767,23254,1,2022-08-31,1,30,235,2625,60,58295,1,0
20768,23255,1,2026-04-09,1,22,162,1757,43,58298,1,0
20769,23256,1,2023-09-20,1,27,214,2381,53,58300,1,0
20770,23258,1,2026-03-27,1,6,41,457,11,58307,1,0
20771,23258,1,2026-04-04,1,6,41,457,11,58308,1,0
20772,23259,1,2023-03-14,1,5,30,326,10,58310,1,0
20773,23261,2,2023-12-15,1,14,101,1111,28,58313,1,0
20774,23263,2,2023-02-25,1,13,96,1055,26,58316,1,0
20775,23263,1,2023-03-02,1,13,96,1055,26,58318,1,0
20776,23267,1,2023-12-21,1,2,15,167,4,58329,1,0
20777,23269,1,2023-01-09,1,20,148,1613,39,58334,1,0
20778,23272,1,2023-08-15,1,20,148,1606,40,58343,1,0
20779,23273,1,2025-10-24,1,8,53,580,16,58345,1,0
20780,23274,1,2024-08-20,1,3,22,239,6,58346,1,0
20781,23274,1,2024-08-03,1,3,22,239,6,58347,1,0
20782,23277,2,2024-08-12,1,4,25,272,7,58354,1,0
20783,23278,1,2026-01-28,1,8,50,537,16,58356,1,0
20784,23278,1,2026-02-08,1,8,50,537,16,58357,1,0
20785,23279,1,2026-05-29,1,22,169,1850,44,58358,1,0
20786,23281,1,2024-11-10,1,17,130,1431,34,58360,1,0
20787,23282,1,2024-09-25,1,5,30,329,9,58361,1,0
20788,23285,1,2023-08-19,1,15,112,1234,29,58369,1,0
20789,23285,1,2023-09-16,1,15,112,1234,29,58367,1,0
20790,23286,1,2025-02-09,1,8,56,609,15,58372,1,0
20791,23288,1,2025-11-02,1,31,240,2677,61,58376,1,0
20792,23289,1,2022-08-08,1,19,141,1538,37,58379,1,0
20793,23289,2,2022-07-31,1,19,141,1538,37,58380,1,0
20794,23291,1,2023-05-30,1,1,9,95,1,58385,1,0
20795,23292,2,2026-03-16,1,19,142,1560,38,58387,1,0
20796,23293,1,2025-04-04,1,22,168,1831,44,58390,1,0
20797,23294,2,2025-05-21,1,5,31,333,9,58394,1,0
20798,23295,2,2025-08-03,1,7,46,502,14,58396,1,0
20799,23296,2,2024-09-01,1,20,147,1600,40,58398,1,0
20800,23297,1,2023-08-30,1,29,232,2593,58,58401,1,1
20801,23297,2,2023-09-27,1,29,232,2593,58,58399,1,0
20802,23300,1,2023-05-30,1,29,224,2484,58,58408,1,0
20803,23300,1,2023-04-29,1,29,224,2484,58,58407,1,0
20804,23301,2,2023-08-19,1,24,184,2030,48,58409,1,0
20805,23302,2,2024-03-06,1,23,178,1954,46,58410,1,0
20806,23302,1,2024-03-02,1,23,178,1954,46,58411,1,0
20807,23303,1,2023-11-03,1,9,63,687,18,58412,1,0
20808,23308,1,2026-04-18,1,26,206,2293,51,58423,1,0
20809,23308,1,2026-04-24,1,26,206,2293,51,58422,1,0
20810,23309,1,2026-06-06,1,2,15,168,3,58427,1,0
20811,23310,1,2023-03-08,1,25,198,2203,49,58429,1,0
20812,23312,1,2024-05-13,1,19,141,1553,37,58434,1,0
20813,23313,1,2025-12-02,1,28,220,2443,55,58436,1,0
20814,23313,1,2025-12-02,1,28,220,2443,55,58435,1,0
20815,23314,1,2026-06-10,1,21,157,1710,41,58439,1,0
20816,23314,1,2026-06-04,1,21,157,1710,41,58437,1,0
20817,23315,1,2023-03-24,1,31,241,2689,62,58440,1,0
20818,23316,1,2023-07-18,1,5,32,344,10,58443,1,0
20819,23316,1,2023-07-25,1,5,32,344,10,58442,1,0
20820,23317,1,2024-07-31,1,10,69,759,20,58444,1,0
20821,23319,1,2023-01-07,1,25,199,2212,49,58448,1,0
20822,23320,2,2022-06-02,1,24,183,2009,47,58449,1,0
20823,23321,1,2026-01-25,1,30,236,2633,60,58452,1,0
20824,23322,2,2026-03-07,1,21,156,1698,41,58455,1,0
20825,23323,1,2024-03-09,1,26,205,2280,51,58458,1,0
20826,23324,2,2025-02-23,1,13,96,1056,26,58460,1,0
20827,23325,1,2024-10-14,1,2,17,187,3,58461,1,0
20828,23326,1,2024-09-18,1,16,119,1305,32,58462,1,0
20829,23328,1,2023-04-28,1,13,95,1042,25,58468,1,0
20830,23329,1,2022-08-11,1,27,215,2387,53,58471,1,0
20831,23330,1,2026-06-18,1,5,34,372,10,58476,1,0
20832,23330,1,2026-06-28,1,5,34,372,10,58474,1,0
20833,23331,1,2025-09-03,1,29,232,2588,58,58478,1,0
20834,23333,2,2026-06-28,1,16,122,1343,32,58480,1,0
20835,23334,1,2022-10-29,1,22,161,1751,44,58481,1,0
20836,23335,1,2022-09-04,1,14,100,1088,27,58482,1,0
20837,23335,1,2022-08-12,1,14,100,1088,27,58484,1,0
20838,23336,1,2025-09-03,1,23,172,1874,45,58488,1,0
20839,23338,2,2024-02-02,1,17,127,1399,33,58491,1,0
20840,23339,1,2024-12-11,1,8,54,596,15,58496,1,0
20841,23346,1,2026-04-10,1,24,182,1995,48,58513,1,0
20842,23349,1,2024-03-03,1,21,157,1710,41,58518,1,0
20843,23349,2,2024-02-13,1,21,157,1710,41,58519,1,0
20844,23351,2,2024-08-23,1,31,241,2686,62,58523,1,0
20845,23357,2,2026-05-05,1,10,70,764,20,58537,1,0
20846,23358,2,2022-10-21,1,10,71,775,19,58539,1,0
20847,23359,2,2025-10-10,1,21,159,1740,41,58540,1,0
20848,23362,1,2026-02-18,1,7,44,474,13,58546,1,0
20849,23362,1,2026-01-23,1,7,44,474,13,58545,1,0
20850,23365,2,2025-03-10,1,10,74,822,19,58551,1,0
20851,23365,2,2025-04-02,1,10,74,822,19,58550,1,0
20852,23367,2,2025-01-29,1,6,40,445,12,58557,1,0
20853,23367,1,2025-01-23,1,6,40,445,12,58556,1,0
20854,23369,1,2024-04-25,1,30,237,2651,60,58563,1,0
20855,23369,1,2024-04-20,1,30,237,2651,60,58562,1,0
20856,23370,1,2023-09-23,1,16,124,1368,31,58565,1,0
20857,23370,2,2023-11-01,1,16,124,1368,31,58564,1,0
20858,23371,1,2022-10-23,1,13,98,1082,26,58566,1,0
20859,23372,1,2023-06-13,1,26,203,2252,52,58568,1,0
20860,23372,1,2023-06-08,1,26,203,2252,52,58569,1,0
20861,23373,1,2022-10-07,1,4,27,297,7,58571,1,0
20862,23373,1,2022-09-05,1,4,27,297,7,58570,1,0
20863,23376,1,2022-12-11,1,14,102,1127,28,58575,1,0
20864,23381,2,2025-09-04,1,27,216,2402,54,58586,1,0
20865,23381,1,2025-10-06,1,27,216,2402,54,58587,1,0
20866,23383,1,2024-01-11,1,20,147,1593,39,58592,1,0
20867,23386,1,2022-09-05,1,30,237,2642,60,58599,1,0
20868,23387,1,2026-01-21,1,20,151,1648,40,58605,1,0
20869,23388,2,2024-07-06,1,23,180,1989,45,58606,1,0
20870,23388,1,2024-08-20,1,23,180,1989,45,58609,1,0
20871,23390,1,2023-07-11,1,6,38,407,12,58613,1,0
20872,23390,1,2023-09-01,1,6,38,407,12,58612,1,0
20873,23392,1,2024-03-15,1,16,122,1337,32,58618,1,0
20874,23394,2,2026-01-23,1,9,61,662,17,58627,1,0
20875,23394,1,2026-01-09,1,9,61,662,17,58625,1,0
20876,23397,1,2026-03-19,1,13,96,1052,26,58636,1,0
20877,23397,1,2026-03-24,1,13,96,1052,26,58635,1,0
20878,23398,2,2023-10-26,1,1,10,120,2,58638,1,0
20879,23398,1,2023-10-06,1,1,10,120,2,58639,1,0
20880,23399,1,2022-10-06,1,15,114,1262,30,58642,1,0
20881,23400,1,2026-03-31,1,2,16,178,4,58643,1,0
20882,23400,1,2026-03-22,1,2,16,178,4,58644,1,0
20883,23402,1,2024-05-24,1,9,66,722,17,58652,1,0
20884,23404,1,2026-03-14,1,26,202,2239,52,58656,1,0
20885,23406,1,2022-11-12,1,14,104,1155,28,58658,1,0
20886,23406,1,2022-11-30,1,14,104,1155,28,58659,1,0
20887,23407,1,2026-05-05,1,6,38,422,11,58660,1,0
20888,23409,1,2026-05-27,1,27,216,2405,54,58663,1,0
20889,23410,1,2024-02-15,1,15,111,1230,30,58666,1,0
20890,23411,1,2023-08-31,1,19,140,1533,38,58667,1,0
20891,23412,1,2024-04-10,1,8,54,583,16,58668,1,0
20892,23413,1,2022-11-29,1,10,72,786,19,58670,1,0
20893,23414,1,2024-03-29,1,8,58,629,16,58674,1,0
20894,23414,1,2024-03-17,1,8,58,629,16,58673,1,0
20895,23415,1,2025-05-05,1,26,206,2299,52,58678,1,0
20896,23417,1,2024-10-29,1,27,216,2401,54,58682,1,0
20897,23418,1,2026-06-26,1,29,224,2488,57,58685,1,0
20898,23419,1,2025-10-23,1,3,23,261,6,58687,1,0
20899,23424,1,2022-04-30,1,12,91,1005,23,58697,1,0
20900,23426,2,2024-11-18,1,5,34,367,9,58704,1,0
20901,23427,1,2026-03-23,1,27,216,2402,53,58706,1,0
20902,23427,1,2026-05-12,1,27,216,2402,53,58705,1,0
20903,23428,1,2024-12-29,1,20,152,1654,39,58707,1,0
20904,23430,1,2025-04-26,1,31,240,2672,61,58712,1,0
20905,23430,1,2025-04-22,1,31,240,2672,61,58710,1,0
20906,23432,1,2025-03-15,1,11,77,846,22,58717,1,0
20907,23432,1,2025-03-08,1,11,77,846,22,58718,1,0
20908,23433,1,2024-11-29,1,21,156,1696,42,58721,1,0
20909,23435,1,2022-11-12,1,3,22,242,5,58729,1,0
20910,23437,2,2024-01-07,1,27,210,2323,54,58735,1,0
20911,23437,1,2023-12-12,1,27,210,2323,54,58736,1,0
20912,23438,1,2026-05-12,1,22,162,1763,44,58738,1,0
20913,23439,1,2024-10-04,1,18,138,1517,36,58739,1,0
20914,23440,2,2024-12-05,1,12,91,1001,24,58743,1,0
20915,23442,1,2023-08-19,1,2,15,168,4,58748,1,0
20916,23443,2,2025-07-17,1,24,189,2087,47,58749,1,0
20917,23444,2,2022-05-30,1,2,15,166,4,58750,1,1
20918,23444,2,2022-06-24,1,2,15,166,4,58751,1,0
20919,23445,1,2025-12-25,1,8,56,610,16,58753,1,0
20920,23447,1,2024-11-07,1,9,61,655,18,58759,1,0
20921,23447,1,2024-10-22,1,9,61,655,18,58758,1,0
20922,23448,1,2022-03-19,1,3,22,239,5,58760,1,0
20923,23451,1,2024-06-09,1,25,191,2108,49,58768,1,0
20924,23451,1,2024-07-10,1,25,191,2108,49,58770,1,0
20925,23452,1,2026-03-21,1,22,163,1773,44,58774,1,0
20926,23454,1,2026-01-20,1,22,166,1803,44,58777,1,0
20927,23455,1,2025-07-03,1,17,127,1400,33,58778,1,0
20928,23455,1,2025-06-09,1,17,127,1400,33,58779,1,0
20929,23457,1,2024-05-11,1,20,145,1580,40,58784,1,0
20930,23458,1,2022-09-17,1,10,70,762,20,58785,1,0
20931,23459,1,2026-03-06,1,5,31,333,10,58788,1,0
20932,23459,1,2026-02-19,1,5,31,333,10,58787,1,0
20933,23460,1,2022-10-23,1,7,46,496,13,58790,1,0
20934,23461,1,2026-06-28,1,10,73,803,19,58792,1,0
20935,23461,2,2026-06-28,1,10,73,803,19,58793,1,0
20936,23463,1,2024-03-14,1,11,78,854,21,58798,1,0
20937,23463,1,2024-04-07,1,11,78,854,21,58800,1,0
20938,23465,2,2025-10-19,1,19,143,1569,37,58807,1,0
20939,23466,1,2023-10-19,1,1,11,126,2,58809,1,0
20940,23466,1,2023-08-31,1,1,11,126,2,58810,1,0
20941,23469,1,2025-12-06,1,4,28,311,7,58813,1,0
20942,23469,1,2026-01-14,1,4,28,311,7,58815,1,0
20943,23471,2,2026-04-03,1,1,4,38,2,58822,1,0
20944,23472,1,2025-11-27,1,15,116,1283,30,58823,1,0
20945,23477,1,2023-07-12,1,22,165,1790,44,58840,1,0
20946,23477,1,2023-06-11,1,22,165,1790,44,58837,1,0
20947,23478,1,2024-10-15,1,15,114,1253,29,58841,1,0
20948,23479,1,2026-06-10,1,7,44,476,13,58842,1,0
20949,23480,1,2024-08-11,1,24,189,2092,47,58843,1,0
20950,23481,1,2026-06-28,1,30,234,2599,60,58845,1,0
20951,23483,1,2022-07-30,1,23,174,1900,45,58850,1,0
20952,23484,1,2025-07-07,1,20,148,1606,39,58851,1,0
20953,23484,1,2025-05-31,1,20,148,1606,39,58854,1,0
20954,23485,1,2022-12-12,1,24,186,2056,48,58857,1,0
20955,23485,1,2023-01-19,1,24,186,2056,48,58856,1,0
20956,23489,1,2026-06-16,1,17,127,1393,33,58866,1,0
20957,23491,1,2023-03-05,1,4,28,317,8,58871,1,0
20958,23492,1,2026-06-28,1,7,47,514,14,58874,1,0
20959,23494,2,2024-02-29,1,7,44,481,14,58879,1,0
20960,23495,1,2025-11-22,1,7,48,522,13,58880,1,0
20961,23496,1,2025-09-03,1,11,78,859,22,58883,1,0
20962,23497,1,2025-10-10,1,11,79,874,22,58885,1,0
20963,23497,1,2025-10-22,1,11,79,874,22,58884,1,0
20964,23501,1,2024-08-13,1,12,84,917,23,58896,1,0
20965,23502,1,2022-10-14,1,10,68,735,19,58899,1,0
20966,23505,1,2024-11-29,1,20,146,1590,39,58905,1,0
20967,23507,2,2025-01-10,1,29,226,2516,58,58908,1,0
20968,23508,2,2026-06-13,1,18,138,1525,35,58909,1,0
20969,23508,2,2026-05-06,1,18,138,1525,35,58912,1,0
20970,23509,1,2022-04-23,1,15,111,1230,29,58913,1,0
20971,23510,1,2023-09-16,1,7,43,468,13,58916,1,0
20972,23511,1,2023-02-12,1,23,174,1898,46,58919,1,0
20973,23511,2,2023-03-19,1,23,174,1898,46,58920,1,0
20974,23512,2,2023-02-05,1,30,237,2654,59,58923,1,1
20975,23512,1,2022-12-13,1,30,237,2654,59,58922,1,0
20976,23514,1,2022-11-27,1,6,39,426,12,58926,1,0
20977,23515,1,2024-07-30,1,1,5,49,1,58927,1,0
20978,23516,2,2026-01-28,1,2,17,195,4,58928,1,0
20979,23516,1,2026-01-31,1,2,17,195,4,58929,1,0
20980,23519,1,2023-08-22,1,23,176,1917,45,58939,1,0
20981,23519,1,2023-08-26,1,23,176,1917,45,58938,1,0
20982,23520,1,2022-07-30,1,7,43,472,13,58940,1,0
20983,23520,2,2022-08-05,1,7,43,472,13,58941,1,0
20984,23521,1,2026-05-22,1,10,74,819,20,58944,1,0
20985,23522,2,2025-10-24,1,3,21,225,5,58945,1,0
20986,23523,1,2024-09-14,1,27,215,2393,53,58947,1,0
20987,23524,1,2022-10-06,1,10,73,805,20,58950,1,0
20988,23525,1,2022-03-11,1,5,31,336,10,58955,1,0
20989,23526,1,2026-01-06,1,14,104,1154,27,58958,1,0
20990,23527,1,2023-04-12,1,24,185,2035,47,58960,1,0
20991,23529,1,2026-06-28,1,23,178,1948,45,58965,1,0
20992,23529,1,2026-05-25,1,23,178,1948,45,58964,1,0
20993,23531,2,2024-10-31,1,3,22,243,5,58970,1,0
20994,23531,1,2024-11-22,1,3,22,243,5,58971,1,0
20995,23533,2,2025-07-16,1,19,141,1552,38,58974,1,0
20996,23533,1,2025-07-07,1,19,141,1552,38,58976,1,0
20997,23534,1,2022-07-28,1,24,185,2034,48,58977,1,0
20998,23535,1,2026-01-16,1,5,34,371,9,58981,1,0
20999,23535,1,2026-01-06,1,5,34,371,9,58980,1,0
21000,23536,2,2022-12-12,1,30,237,2651,60,58983,1,0
21001,23536,1,2023-01-06,1,30,237,2651,60,58982,1,0
21002,23537,2,2025-02-08,1,15,111,1230,29,58985,1,0
21003,23539,2,2022-07-18,1,4,26,282,7,58992,1,0
21004,23539,1,2022-06-13,1,4,26,282,7,58991,1,0
21005,23540,2,2025-05-02,1,16,118,1304,32,58994,1,0
21006,23542,1,2023-02-05,1,18,132,1447,36,58999,1,0
21007,23543,1,2024-06-29,1,18,133,1457,36,59001,1,0
21008,23545,1,2024-02-24,1,21,156,1694,41,59003,1,0
21009,23547,1,2025-10-23,1,1,6,66,2,59009,1,0
21010,23548,1,2022-06-17,1,25,192,2125,49,59010,1,0
21011,23549,1,2026-06-28,1,15,110,1214,29,59011,1,0
21012,23550,1,2023-01-09,1,9,63,683,17,59012,1,0
21013,23551,1,2026-06-28,1,12,92,1013,23,59013,1,0
21014,23551,2,2026-06-28,1,12,92,1013,23,59015,1,0
21015,23552,1,2022-11-03,1,12,89,985,23,59019,1,0
21016,23552,1,2022-10-18,1,12,89,985,23,59017,1,0
21017,23554,2,2024-11-12,1,24,185,2039,47,59022,1,0
21018,23555,1,2025-11-15,1,8,56,610,16,59025,1,0
21019,23556,1,2024-05-12,1,4,28,309,8,59026,1,0
21020,23559,2,2025-12-11,1,12,87,953,23,59033,1,0
21021,23559,2,2025-12-14,1,12,87,953,23,59035,1,0
21022,23560,1,2023-04-07,1,28,219,2422,55,59036,1,0
21023,23561,1,2026-02-24,1,31,240,2681,62,59038,1,0
21024,23563,1,2024-09-14,1,6,41,451,12,59042,1,0
21025,23563,1,2024-09-26,1,6,41,451,12,59041,1,0
21026,23564,1,2025-06-30,1,3,23,250,5,59043,1,0
21027,23565,2,2022-04-21,1,18,133,1464,36,59044,1,0
21028,23565,1,2022-04-22,1,18,133,1464,36,59046,1,0
21029,23566,1,2023-05-21,1,30,237,2644,59,59047,1,0
21030,23566,2,2023-05-17,1,30,237,2644,59,59048,1,1
21031,23568,1,2025-10-05,1,15,110,1214,29,59050,1,0
21032,23569,1,2023-09-30,1,14,103,1139,28,59052,1,0
21033,23569,2,2023-11-03,1,14,103,1139,28,59053,1,0
21034,23570,1,2023-04-25,1,7,47,515,13,59054,1,0
21035,23571,1,2023-11-01,1,24,189,2091,48,59057,1,0
21036,23572,1,2023-06-06,1,3,21,224,5,59060,1,0
