CSID,CaseMasterID,csdate,cstype,PolicePersonID
13545,24826,2023-05-30 00:00:00,B,765
13546,24828,2026-04-22 00:00:00,B,1260
13547,24830,2023-12-07 00:00:00,C,2646
13548,24831,2022-10-24 00:00:00,A,287
13549,24832,2025-01-04 00:00:00,B,1425
13550,24834,2026-03-13 00:00:00,B,1748
13551,24838,2025-05-16 00:00:00,A,1887
13552,24839,2025-11-10 00:00:00,A,1197
13553,24840,2023-12-06 00:00:00,A,1344
13554,24842,2023-06-20 00:00:00,A,1651
13555,24847,2024-04-12 00:00:00,B,217
13556,24853,2022-10-21 00:00:00,A,1620
13557,24855,2026-06-01 00:00:00,A,1433
13558,24857,2024-02-03 00:00:00,A,323
13559,24858,2023-09-08 00:00:00,A,522
13560,24862,2024-11-19 00:00:00,A,1870
13561,24863,2026-01-02 00:00:00,A,2258
13562,24865,2022-04-26 00:00:00,A,808
13563,24867,2025-05-09 00:00:00,A,2567
13564,24868,2025-03-29 00:00:00,A,231
13565,24870,2023-09-07 00:00:00,A,920
13566,24872,2026-06-28 00:00:00,A,2303
13567,24874,2024-05-14 00:00:00,C,667
13568,24876,2023-03-18 00:00:00,B,53
13569,24877,2024-08-26 00:00:00,A,912
13570,24878,2023-03-12 00:00:00,A,1881
13571,24879,2025-12-22 00:00:00,A,2692
13572,24880,2025-02-12 00:00:00,A,2617
13573,24881,2026-06-16 00:00:00,A,244
13574,24884,2026-06-19 00:00:00,C,2299
13575,24885,2025-04-08 00:00:00,A,760
13576,24889,2022-07-08 00:00:00,A,1344
13577,24891,2026-02-22 00:00:00,A,2700
13578,24894,2024-06-25 00:00:00,A,1257
13579,24896,2024-12-12 00:00:00,A,2037
13580,24898,2024-05-12 00:00:00,C,729
13581,24900,2025-05-27 00:00:00,A,1598
13582,24904,2026-04-21 00:00:00,A,1710
13583,24909,2022-10-19 00:00:00,A,1693
13584,24910,2023-02-24 00:00:00,A,372
13585,24912,2026-06-02 00:00:00,C,1682
13586,24914,2026-06-28 00:00:00,A,2419
13587,24915,2025-03-14 00:00:00,B,1231
13588,24917,2026-03-17 00:00:00,C,1700
13589,24922,2023-02-11 00:00:00,A,365
13590,24923,2025-11-10 00:00:00,C,1719
13591,24924,2025-11-29 00:00:00,B,470
13592,24926,2025-07-26 00:00:00,C,496
13593,24927,2023-01-28 00:00:00,C,1988
13594,24932,2024-07-22 00:00:00,A,2512
13595,24934,2025-07-06 00:00:00,C,2040
13596,24936,2026-06-26 00:00:00,A,2650
13597,24937,2026-05-07 00:00:00,A,2002
13598,24938,2025-09-09 00:00:00,A,967
13599,24940,2023-03-21 00:00:00,A,879
13600,24943,2026-06-28 00:00:00,A,676
13601,24944,2025-02-21 00:00:00,A,1756
13602,24945,2026-06-28 00:00:00,A,2298
13603,24946,2026-05-16 00:00:00,B,2286
13604,24952,2024-04-18 00:00:00,B,427
13605,24955,2023-02-13 00:00:00,C,1413
13606,24958,2026-04-09 00:00:00,A,424
13607,24959,2023-03-18 00:00:00,A,733
13608,24960,2024-05-16 00:00:00,A,2278
13609,24962,2024-04-12 00:00:00,B,1395
13610,24963,2026-05-09 00:00:00,B,1073
13611,24966,2022-10-25 00:00:00,A,529
13612,24968,2023-06-19 00:00:00,C,2184
13613,24971,2022-08-30 00:00:00,A,27
13614,24972,2023-07-03 00:00:00,A,506
13615,24974,2026-06-28 00:00:00,A,432
13616,24975,2022-07-13 00:00:00,B,1508
13617,24976,2025-03-13 00:00:00,A,757
13618,24977,2022-09-30 00:00:00,B,284
13619,24978,2024-12-27 00:00:00,B,375
13620,24980,2024-09-14 00:00:00,A,1103
13621,24981,2026-02-03 00:00:00,A,1862
13622,24982,2023-11-10 00:00:00,A,1132
13623,24986,2026-05-10 00:00:00,B,2658
13624,24988,2024-12-18 00:00:00,C,1680
13625,24990,2026-06-28 00:00:00,A,144
13626,24991,2024-09-26 00:00:00,A,2452
13627,24992,2026-06-28 00:00:00,C,185
13628,24993,2024-01-04 00:00:00,A,252
13629,24994,2025-07-02 00:00:00,A,2684
13630,24995,2022-11-30 00:00:00,C,1553
13631,24998,2024-09-14 00:00:00,A,333
13632,25000,2026-02-16 00:00:00,B,510
13633,25002,2023-01-27 00:00:00,A,1577
13634,25005,2023-05-30 00:00:00,B,1570
13635,25006,2025-03-08 00:00:00,A,2539
13636,25007,2023-11-29 00:00:00,C,1246
13637,25008,2024-06-10 00:00:00,A,905
13638,25009,2026-06-06 00:00:00,B,409
13639,25010,2023-12-01 00:00:00,A,633
13640,25011,2024-09-07 00:00:00,A,242
13641,25015,2022-11-11 00:00:00,A,2200
13642,25016,2024-02-22 00:00:00,A,433
13643,25020,2023-12-01 00:00:00,A,1704
13644,25021,2024-02-13 00:00:00,A,107
13645,25022,2022-06-10 00:00:00,A,1309
13646,25023,2025-07-16 00:00:00,B,1635
13647,25025,2023-03-27 00:00:00,B,1584
13648,25026,2025-12-28 00:00:00,A,323
13649,25029,2022-06-15 00:00:00,C,2127
13650,25032,2024-03-20 00:00:00,C,2481
13651,25033,2026-06-28 00:00:00,A,1896
13652,25034,2022-09-23 00:00:00,A,1843
13653,25035,2026-04-28 00:00:00,A,1925
13654,25037,2026-06-28 00:00:00,A,19
13655,25043,2026-06-28 00:00:00,B,433
13656,25044,2023-05-05 00:00:00,B,1649
13657,25045,2022-12-16 00:00:00,B,2331
13658,25047,2024-12-13 00:00:00,A,1401
13659,25048,2025-02-05 00:00:00,A,1559
13660,25052,2023-08-05 00:00:00,A,1041
13661,25053,2024-04-13 00:00:00,A,2452
13662,25055,2026-04-09 00:00:00,A,696
13663,25056,2026-03-08 00:00:00,A,1423
13664,25059,2023-08-14 00:00:00,A,1196
13665,25062,2022-07-15 00:00:00,A,1732
13666,25063,2025-12-02 00:00:00,A,774
13667,25064,2026-02-11 00:00:00,A,240
13668,25068,2025-12-15 00:00:00,A,2390
13669,25069,2023-08-16 00:00:00,C,2154
13670,25070,2026-06-28 00:00:00,A,1779
13671,25071,2026-04-11 00:00:00,A,1468
13672,25072,2025-02-20 00:00:00,A,2083
13673,25073,2025-08-16 00:00:00,C,1252
13674,25074,2022-07-18 00:00:00,A,2094
13675,25075,2026-06-28 00:00:00,C,222
13676,25081,2023-03-06 00:00:00,A,2479
13677,25083,2025-05-27 00:00:00,C,286
13678,25088,2022-09-01 00:00:00,A,1307
13679,25089,2026-04-18 00:00:00,A,1414
13680,25090,2025-04-03 00:00:00,B,431
13681,25091,2023-10-17 00:00:00,A,217
13682,25094,2023-01-12 00:00:00,A,605
13683,25095,2023-07-10 00:00:00,A,2288
13684,25097,2023-09-09 00:00:00,A,1933
13685,25099,2026-06-28 00:00:00,A,238
13686,25100,2022-12-11 00:00:00,A,829
13687,25102,2024-09-09 00:00:00,C,183
13688,25103,2025-10-08 00:00:00,A,1817
13689,25104,2023-09-15 00:00:00,A,1334
13690,25106,2024-09-06 00:00:00,A,2462
13691,25109,2022-05-07 00:00:00,B,1406
13692,25110,2023-08-28 00:00:00,A,511
13693,25112,2025-11-24 00:00:00,A,480
13694,25114,2023-04-07 00:00:00,C,382
13695,25115,2025-07-02 00:00:00,A,435
13696,25116,2026-06-28 00:00:00,A,1533
13697,25121,2026-05-22 00:00:00,B,1293
13698,25122,2026-06-28 00:00:00,C,148
13699,25123,2024-03-22 00:00:00,C,1977
13700,25126,2026-04-10 00:00:00,A,2264
13701,25127,2023-09-06 00:00:00,C,1395
13702,25130,2025-06-09 00:00:00,A,1654
13703,25135,2026-06-28 00:00:00,B,2301
13704,25136,2024-05-26 00:00:00,C,1027
13705,25137,2022-12-05 00:00:00,A,182
13706,25139,2023-06-22 00:00:00,C,2426
13707,25141,2023-03-16 00:00:00,A,1917
13708,25142,2024-10-31 00:00:00,C,2641
13709,25144,2024-09-24 00:00:00,A,1344
13710,25145,2023-06-21 00:00:00,A,1451
13711,25146,2022-06-09 00:00:00,A,615
13712,25147,2023-07-29 00:00:00,A,1040
13713,25148,2024-02-02 00:00:00,A,681
13714,25149,2025-03-25 00:00:00,C,445
13715,25150,2025-11-09 00:00:00,A,1827
13716,25151,2025-03-17 00:00:00,A,1529
13717,25153,2024-09-07 00:00:00,A,2299
13718,25154,2025-05-26 00:00:00,B,309
13719,25155,2024-12-20 00:00:00,A,962
13720,25156,2024-10-22 00:00:00,A,1649
13721,25158,2026-04-23 00:00:00,C,1547
13722,25159,2023-03-27 00:00:00,C,465
13723,25160,2024-06-07 00:00:00,A,1244
13724,25161,2024-01-20 00:00:00,A,2479
13725,25163,2022-10-08 00:00:00,A,1564
13726,25165,2022-05-11 00:00:00,A,1543
13727,25168,2025-01-30 00:00:00,B,188
13728,25170,2025-12-05 00:00:00,C,154
13729,25172,2024-11-19 00:00:00,A,2279
13730,25174,2023-10-02 00:00:00,A,2038
13731,25175,2024-06-15 00:00:00,A,827
13732,25176,2023-07-24 00:00:00,C,1534
13733,25180,2024-03-20 00:00:00,A,1209
13734,25181,2024-04-30 00:00:00,A,1419
13735,25182,2024-08-11 00:00:00,C,413
13736,25185,2025-09-26 00:00:00,C,180
13737,25189,2025-02-21 00:00:00,A,2305
13738,25190,2023-11-21 00:00:00,C,1557
13739,25192,2024-06-09 00:00:00,A,2659
13740,25194,2026-03-02 00:00:00,A,1739
13741,25199,2025-05-06 00:00:00,A,424
13742,25200,2024-09-02 00:00:00,A,2405
13743,25201,2023-11-16 00:00:00,C,1744
13744,25203,2022-09-26 00:00:00,A,831
13745,25206,2023-05-08 00:00:00,A,2558
13746,25207,2026-05-17 00:00:00,A,887
13747,25212,2024-12-15 00:00:00,A,267
13748,25215,2024-05-16 00:00:00,A,1505
13749,25217,2025-08-29 00:00:00,A,236
13750,25218,2026-06-28 00:00:00,B,2321
13751,25219,2023-07-02 00:00:00,A,1434
13752,25220,2025-06-20 00:00:00,A,1681
13753,25221,2025-05-16 00:00:00,A,2165
13754,25222,2023-10-02 00:00:00,C,2665
13755,25223,2026-06-28 00:00:00,C,1527
13756,25224,2022-09-14 00:00:00,C,1340
13757,25226,2023-04-03 00:00:00,C,1850
13758,25228,2023-05-04 00:00:00,B,162
13759,25229,2022-05-19 00:00:00,B,440
13760,25230,2024-09-01 00:00:00,A,1757
13761,25233,2023-11-10 00:00:00,A,116
13762,25235,2024-10-23 00:00:00,A,902
13763,25238,2026-06-28 00:00:00,C,304
13764,25240,2022-10-02 00:00:00,A,788
13765,25241,2026-05-28 00:00:00,B,2521
13766,25243,2023-09-19 00:00:00,A,91
13767,25247,2025-06-22 00:00:00,A,2278
13768,25248,2026-02-21 00:00:00,B,2506
13769,25250,2024-04-04 00:00:00,A,883
13770,25252,2023-09-25 00:00:00,A,923
13771,25253,2026-02-11 00:00:00,C,2298
13772,25255,2024-09-13 00:00:00,A,554
13773,25256,2024-02-24 00:00:00,A,1235
13774,25257,2026-06-28 00:00:00,A,1972
13775,25259,2022-09-04 00:00:00,B,2414
13776,25261,2022-04-01 00:00:00,A,2563
13777,25264,2022-10-25 00:00:00,B,1106
13778,25265,2026-03-25 00:00:00,A,1714
13779,25266,2023-12-12 00:00:00,A,1408
13780,25267,2026-06-28 00:00:00,C,733
13781,25268,2023-01-09 00:00:00,C,239
13782,25271,2024-03-22 00:00:00,A,146
13783,25273,2026-03-22 00:00:00,C,2346
13784,25274,2026-06-07 00:00:00,A,1189
13785,25275,2023-10-17 00:00:00,A,2636
13786,25277,2026-06-28 00:00:00,A,1423
13787,25278,2024-05-21 00:00:00,A,368
13788,25279,2026-06-28 00:00:00,A,510
13789,25281,2024-06-03 00:00:00,A,1144
13790,25282,2023-03-18 00:00:00,C,1260
13791,25283,2022-05-10 00:00:00,C,683
13792,25285,2022-11-28 00:00:00,B,1338
13793,25288,2026-06-12 00:00:00,A,181
13794,25289,2025-04-11 00:00:00,A,1649
13795,25293,2024-06-05 00:00:00,A,1211
13796,25294,2024-06-14 00:00:00,A,2693
13797,25295,2024-03-26 00:00:00,A,2419
13798,25300,2024-04-30 00:00:00,A,1108
13799,25301,2023-08-03 00:00:00,A,102
13800,25303,2026-04-19 00:00:00,A,727
13801,25304,2024-07-10 00:00:00,B,898
13802,25306,2023-03-17 00:00:00,C,1324
13803,25307,2025-03-13 00:00:00,A,459
13804,25310,2026-06-28 00:00:00,C,470
13805,25312,2022-11-23 00:00:00,A,2248
13806,25314,2025-02-13 00:00:00,B,1596
13807,25320,2023-06-02 00:00:00,A,2343
13808,25321,2026-06-28 00:00:00,A,659
13809,25322,2024-05-10 00:00:00,A,2247
13810,25325,2024-05-11 00:00:00,A,895
13811,25326,2023-07-26 00:00:00,C,2592
13812,25329,2025-11-05 00:00:00,A,1515
13813,25330,2026-06-28 00:00:00,B,2587
13814,25331,2026-02-22 00:00:00,A,2643
13815,25332,2023-05-13 00:00:00,A,1197
13816,25336,2026-06-09 00:00:00,A,1344
13817,25337,2023-10-05 00:00:00,A,813
13818,25338,2022-05-11 00:00:00,A,1137
13819,25340,2025-06-06 00:00:00,A,706
13820,25341,2024-04-11 00:00:00,C,1754
13821,25342,2022-11-05 00:00:00,A,878
13822,25343,2024-07-22 00:00:00,A,1934
13823,25345,2026-06-28 00:00:00,B,1589
13824,25347,2025-09-09 00:00:00,C,1366
13825,25349,2026-03-21 00:00:00,A,2557
13826,25351,2022-12-01 00:00:00,A,158
13827,25352,2025-10-25 00:00:00,A,749
13828,25353,2023-04-30 00:00:00,A,2314
13829,25355,2022-08-18 00:00:00,B,1518
13830,25356,2023-09-04 00:00:00,A,2097
13831,25357,2026-05-08 00:00:00,A,397
13832,25358,2022-12-23 00:00:00,C,1041
13833,25360,2022-03-17 00:00:00,A,1542
13834,25361,2022-12-11 00:00:00,A,1344
13835,25362,2026-06-02 00:00:00,A,1618
13836,25364,2023-02-13 00:00:00,A,148
13837,25365,2023-05-22 00:00:00,A,703
13838,25366,2026-04-12 00:00:00,C,619
13839,25367,2023-05-06 00:00:00,A,2642
13840,25368,2025-09-23 00:00:00,A,420
13841,25369,2025-06-26 00:00:00,B,1782
13842,25371,2023-11-18 00:00:00,B,2317
13843,25374,2022-04-17 00:00:00,A,1644
13844,25375,2023-12-22 00:00:00,C,1649
13845,25378,2023-11-23 00:00:00,A,2541
13846,25379,2022-12-30 00:00:00,A,650
13847,25383,2022-04-10 00:00:00,A,2347
13848,25384,2023-03-23 00:00:00,A,2323
13849,25385,2025-01-23 00:00:00,A,455
13850,25387,2024-12-10 00:00:00,A,1639
13851,25389,2026-01-28 00:00:00,A,1705
13852,25393,2024-09-22 00:00:00,A,1023
13853,25395,2024-05-19 00:00:00,C,1606
13854,25396,2026-03-12 00:00:00,B,1660
13855,25399,2026-05-26 00:00:00,B,862
13856,25401,2023-06-23 00:00:00,A,1069
13857,25406,2023-04-10 00:00:00,A,1130
13858,25408,2023-12-20 00:00:00,A,340
13859,25409,2023-01-28 00:00:00,A,1337
13860,25410,2024-09-21 00:00:00,A,1232
13861,25411,2023-07-21 00:00:00,A,1339
13862,25412,2023-08-11 00:00:00,C,374
13863,25413,2026-04-01 00:00:00,C,1560
13864,25414,2026-06-22 00:00:00,A,1771
13865,25417,2025-04-16 00:00:00,C,431
13866,25419,2025-05-09 00:00:00,A,396
13867,25420,2022-10-06 00:00:00,A,246
13868,25421,2025-03-11 00:00:00,B,288
13869,25423,2023-08-30 00:00:00,B,296
13870,25424,2023-09-23 00:00:00,C,2500
13871,25425,2022-12-22 00:00:00,A,348
13872,25426,2023-08-13 00:00:00,A,1077
13873,25427,2026-04-25 00:00:00,A,1572
13874,25428,2026-05-03 00:00:00,A,512
13875,25429,2026-06-28 00:00:00,A,2428
13876,25430,2026-06-28 00:00:00,C,1657
13877,25431,2026-06-28 00:00:00,C,1431
13878,25433,2023-06-11 00:00:00,A,2612
13879,25434,2024-12-28 00:00:00,A,1358
13880,25435,2026-06-16 00:00:00,A,127
13881,25436,2022-05-07 00:00:00,A,2631
13882,25437,2026-06-28 00:00:00,A,1964
13883,25438,2022-11-08 00:00:00,A,282
13884,25440,2025-08-14 00:00:00,A,233
13885,25442,2025-10-26 00:00:00,A,94
13886,25444,2025-04-10 00:00:00,A,1420
13887,25445,2023-09-17 00:00:00,A,432
13888,25446,2026-01-11 00:00:00,A,759
13889,25447,2026-05-20 00:00:00,A,491
13890,25448,2023-09-14 00:00:00,C,1086
13891,25449,2024-05-21 00:00:00,A,814
13892,25451,2026-01-25 00:00:00,A,1196
13893,25452,2025-12-17 00:00:00,C,2354
13894,25453,2022-06-06 00:00:00,C,2357
13895,25457,2022-10-13 00:00:00,A,239
13896,25458,2024-02-15 00:00:00,B,1820
13897,25462,2026-06-28 00:00:00,A,2134
13898,25464,2024-09-08 00:00:00,B,1451
13899,25466,2025-03-23 00:00:00,C,1539
13900,25470,2026-06-28 00:00:00,A,2022
13901,25473,2023-06-25 00:00:00,B,1914
13902,25474,2024-08-08 00:00:00,A,2654
13903,25475,2026-06-28 00:00:00,B,259
13904,25476,2025-08-01 00:00:00,A,1580
13905,25480,2025-05-14 00:00:00,B,137
13906,25481,2025-03-18 00:00:00,A,1719
13907,25483,2024-04-05 00:00:00,A,207
13908,25486,2023-06-19 00:00:00,C,1054
13909,25487,2024-05-27 00:00:00,A,1423
13910,25488,2026-04-13 00:00:00,A,2229
13911,25490,2022-07-06 00:00:00,A,1457
13912,25494,2026-06-28 00:00:00,A,233
13913,25495,2022-10-02 00:00:00,A,613
13914,25497,2024-09-03 00:00:00,A,2597
13915,25498,2025-05-18 00:00:00,B,171
13916,25501,2024-05-27 00:00:00,A,908
13917,25502,2025-05-06 00:00:00,A,1507
13918,25503,2024-10-05 00:00:00,A,2207
13919,25504,2023-02-14 00:00:00,B,3
13920,25506,2025-02-04 00:00:00,A,1528
13921,25507,2025-03-23 00:00:00,A,2272
13922,25509,2025-05-01 00:00:00,A,1970
13923,25513,2026-04-03 00:00:00,A,2328
13924,25516,2026-06-28 00:00:00,A,2305
13925,25518,2023-07-20 00:00:00,A,501
13926,25522,2026-06-19 00:00:00,A,2042
13927,25526,2023-10-25 00:00:00,A,1715
13928,25527,2022-12-10 00:00:00,B,2696
13929,25531,2022-06-17 00:00:00,A,2418
13930,25535,2023-10-19 00:00:00,A,175
13931,25536,2026-06-28 00:00:00,A,2094
13932,25537,2024-12-05 00:00:00,C,2365
13933,25538,2022-09-28 00:00:00,A,679
13934,25540,2024-04-05 00:00:00,C,574
13935,25543,2024-12-26 00:00:00,A,1639
13936,25546,2022-10-06 00:00:00,A,2329
13937,25547,2024-09-21 00:00:00,A,337
13938,25548,2023-02-03 00:00:00,A,1635
13939,25551,2026-06-28 00:00:00,A,1222
13940,25553,2023-05-30 00:00:00,A,698
13941,25555,2022-04-22 00:00:00,A,1530
13942,25556,2022-10-03 00:00:00,A,1225
13943,25557,2025-04-25 00:00:00,C,1271
13944,25558,2022-04-26 00:00:00,C,2235
13945,25561,2026-03-18 00:00:00,A,1460
13946,25562,2026-06-28 00:00:00,A,2294
13947,25565,2024-11-18 00:00:00,A,1146
13948,25566,2025-11-05 00:00:00,A,1432
13949,25567,2026-06-19 00:00:00,B,975
13950,25569,2023-01-27 00:00:00,A,1408
13951,25570,2023-08-30 00:00:00,C,1276
13952,25571,2022-11-09 00:00:00,A,790
13953,25573,2022-10-02 00:00:00,A,2427
13954,25574,2025-08-12 00:00:00,C,337
13955,25576,2023-09-10 00:00:00,C,1510
13956,25577,2026-06-21 00:00:00,A,1388
13957,25578,2026-04-11 00:00:00,B,1341
13958,25579,2026-06-11 00:00:00,C,2206
13959,25581,2026-06-28 00:00:00,A,2618
13960,25582,2026-06-28 00:00:00,A,851
13961,25584,2025-08-03 00:00:00,A,1546
13962,25586,2022-08-05 00:00:00,A,1114
13963,25587,2023-02-21 00:00:00,A,1882
13964,25590,2026-06-28 00:00:00,A,1043
13965,25591,2026-05-14 00:00:00,A,1157
13966,25592,2023-02-06 00:00:00,C,2495
13967,25594,2025-06-08 00:00:00,A,2138
13968,25595,2022-10-05 00:00:00,B,1137
13969,25597,2026-06-28 00:00:00,C,1054
13970,25599,2026-06-28 00:00:00,A,1519
13971,25601,2025-05-03 00:00:00,A,2463
13972,25602,2025-05-17 00:00:00,A,2097
13973,25603,2025-05-10 00:00:00,A,1296
13974,25608,2022-06-03 00:00:00,C,2469
13975,25609,2022-10-15 00:00:00,A,1425
13976,25610,2026-06-17 00:00:00,A,1058
13977,25612,2022-10-05 00:00:00,B,1729
13978,25614,2022-12-22 00:00:00,B,505
13979,25617,2024-12-20 00:00:00,C,1123
13980,25619,2025-08-17 00:00:00,B,35
13981,25620,2026-06-28 00:00:00,A,2194
13982,25621,2026-03-02 00:00:00,C,224
13983,25622,2026-05-23 00:00:00,B,1506
13984,25623,2023-06-13 00:00:00,A,118
13985,25624,2025-06-13 00:00:00,A,239
13986,25628,2026-03-18 00:00:00,B,1702
13987,25629,2023-06-09 00:00:00,C,454
13988,25635,2023-03-03 00:00:00,A,93
13989,25638,2026-06-28 00:00:00,A,2244
13990,25639,2022-12-03 00:00:00,A,2231
13991,25640,2026-06-25 00:00:00,A,987
13992,25641,2024-11-20 00:00:00,A,1299
13993,25644,2026-05-23 00:00:00,A,2413
13994,25645,2026-06-07 00:00:00,A,2649
13995,25649,2026-06-13 00:00:00,A,2547
13996,25651,2025-02-23 00:00:00,A,2108
13997,25653,2023-05-12 00:00:00,A,828
13998,25654,2024-11-08 00:00:00,A,1426
13999,25655,2024-11-05 00:00:00,A,772
14000,25658,2022-08-05 00:00:00,A,1723
14001,25659,2026-04-16 00:00:00,B,2418
14002,25660,2026-06-28 00:00:00,A,1457
14003,25663,2026-06-28 00:00:00,B,414
14004,25665,2025-10-10 00:00:00,C,284
14005,25671,2024-01-10 00:00:00,A,1830
14006,25672,2024-08-27 00:00:00,A,600
14007,25677,2023-10-28 00:00:00,C,1053
14008,25678,2026-06-23 00:00:00,A,1591
14009,25679,2025-11-27 00:00:00,C,490
14010,25680,2024-08-31 00:00:00,A,1993
14011,25681,2024-03-05 00:00:00,A,1412
14012,25682,2022-11-25 00:00:00,A,1868
14013,25683,2025-02-03 00:00:00,A,1306
14014,25685,2026-06-28 00:00:00,C,1360
14015,25689,2024-05-16 00:00:00,A,482
14016,25693,2024-07-11 00:00:00,A,1305
14017,25694,2022-08-10 00:00:00,A,642
14018,25695,2023-06-19 00:00:00,C,2586
14019,25697,2024-07-23 00:00:00,A,1462
14020,25702,2023-03-15 00:00:00,C,2660
14021,25703,2022-07-02 00:00:00,A,1753
14022,25704,2026-05-04 00:00:00,A,1960
14023,25706,2024-04-27 00:00:00,A,709
14024,25707,2025-08-07 00:00:00,A,2462
14025,25709,2022-04-27 00:00:00,B,663
14026,25711,2023-06-25 00:00:00,C,1410
14027,25713,2026-06-28 00:00:00,B,1692
14028,25717,2024-05-09 00:00:00,C,2277
14029,25718,2022-11-01 00:00:00,A,1088
14030,25719,2026-04-22 00:00:00,A,429
14031,25721,2024-08-04 00:00:00,A,429
14032,25722,2023-12-31 00:00:00,A,667
14033,25723,2026-06-28 00:00:00,C,2007
14034,25724,2023-07-11 00:00:00,A,1988
14035,25725,2026-06-28 00:00:00,B,1393
14036,25726,2023-07-11 00:00:00,A,1246
14037,25727,2022-10-24 00:00:00,A,2214
14038,25728,2025-03-29 00:00:00,A,54
14039,25732,2022-04-27 00:00:00,C,862
14040,25733,2024-03-12 00:00:00,B,1440
14041,25734,2023-04-10 00:00:00,A,339
14042,25736,2023-10-02 00:00:00,C,2280
14043,25737,2022-06-30 00:00:00,A,1354
14044,25738,2026-06-28 00:00:00,A,2181
14045,25740,2025-04-26 00:00:00,A,2009
14046,25742,2023-07-12 00:00:00,C,898
14047,25745,2026-06-07 00:00:00,A,1997
14048,25746,2024-06-24 00:00:00,A,850
14049,25748,2026-06-28 00:00:00,A,1203
14050,25749,2023-04-19 00:00:00,A,809
14051,25759,2022-10-28 00:00:00,C,186
14052,25762,2024-09-09 00:00:00,A,1388
14053,25763,2024-12-05 00:00:00,A,755
14054,25765,2022-02-22 00:00:00,A,1351
14055,25766,2026-06-28 00:00:00,A,1463
14056,25767,2026-02-10 00:00:00,A,2637
14057,25768,2024-04-18 00:00:00,A,291
14058,25769,2026-06-28 00:00:00,A,1651
14059,25770,2025-12-13 00:00:00,A,1874
14060,25773,2023-03-16 00:00:00,A,1280
14061,25775,2026-06-28 00:00:00,A,774
14062,25776,2026-06-28 00:00:00,A,1516
14063,25779,2026-01-24 00:00:00,A,2256
14064,25781,2026-02-11 00:00:00,A,2138
14065,25785,2025-09-21 00:00:00,C,1499
14066,25786,2026-04-22 00:00:00,A,240
14067,25788,2026-06-28 00:00:00,A,516
14068,25789,2023-03-11 00:00:00,C,1321
14069,25791,2022-07-27 00:00:00,A,1324
14070,25795,2022-08-19 00:00:00,B,1084
14071,25796,2025-08-18 00:00:00,A,534
14072,25797,2026-06-26 00:00:00,B,1199
14073,25798,2025-11-28 00:00:00,B,1479
14074,25799,2025-09-23 00:00:00,A,1548
14075,25800,2023-05-31 00:00:00,A,1484
14076,25802,2025-03-06 00:00:00,A,1565
14077,25803,2023-03-22 00:00:00,B,2255
14078,25805,2026-06-28 00:00:00,A,385
14079,25806,2024-04-10 00:00:00,A,1215
14080,25807,2025-03-10 00:00:00,A,2630
14081,25808,2022-11-14 00:00:00,A,825
14082,25809,2023-09-23 00:00:00,A,1061
14083,25810,2026-03-16 00:00:00,A,682
14084,25813,2026-06-28 00:00:00,B,1704
14085,25814,2022-10-28 00:00:00,A,1039
14086,25815,2025-05-14 00:00:00,A,2467
14087,25817,2026-06-28 00:00:00,A,1206
14088,25819,2023-03-31 00:00:00,A,540
14089,25820,2026-06-28 00:00:00,A,2608
14090,25822,2026-01-18 00:00:00,B,662
14091,25823,2022-05-23 00:00:00,A,604
14092,25824,2025-04-21 00:00:00,A,1517
14093,25825,2026-01-16 00:00:00,C,1621
14094,25826,2025-05-15 00:00:00,C,1554
14095,25827,2022-07-27 00:00:00,A,2431
14096,25829,2025-09-30 00:00:00,A,1899
14097,25830,2024-01-13 00:00:00,A,839
14098,25832,2024-06-14 00:00:00,A,2240
14099,25834,2022-05-10 00:00:00,A,442
14100,25837,2023-09-30 00:00:00,A,1794
14101,25838,2023-05-07 00:00:00,A,871
14102,25840,2024-07-07 00:00:00,B,1553
14103,25841,2026-06-28 00:00:00,A,356
14104,25844,2022-12-16 00:00:00,A,1707
14105,25850,2025-07-29 00:00:00,A,686
14106,25855,2022-09-06 00:00:00,A,217
14107,25860,2024-10-31 00:00:00,C,1081
14108,25861,2022-07-06 00:00:00,A,1829
14109,25863,2022-06-28 00:00:00,A,1945
14110,25864,2026-02-07 00:00:00,A,281
14111,25867,2025-03-31 00:00:00,C,156
14112,25868,2022-03-22 00:00:00,A,438
14113,25869,2023-05-26 00:00:00,B,2617
14114,25870,2023-02-27 00:00:00,A,2564
14115,25874,2025-06-17 00:00:00,A,477
14116,25875,2024-06-04 00:00:00,A,2038
14117,25877,2024-06-07 00:00:00,A,821
14118,25879,2024-11-29 00:00:00,A,187
14119,25880,2026-05-27 00:00:00,A,131
14120,25882,2026-04-20 00:00:00,A,403
14121,25885,2025-02-12 00:00:00,B,902
14122,25887,2025-03-02 00:00:00,A,528
14123,25888,2026-01-28 00:00:00,A,2441
14124,25889,2023-04-03 00:00:00,A,1897
14125,25891,2023-12-04 00:00:00,A,1567
14126,25895,2026-06-28 00:00:00,A,1604
14127,25896,2022-10-26 00:00:00,A,230
14128,25897,2023-12-25 00:00:00,A,2340
14129,25898,2026-06-28 00:00:00,A,2627
14130,25901,2026-04-05 00:00:00,A,507
14131,25902,2022-12-13 00:00:00,A,405
14132,25904,2026-06-28 00:00:00,C,1459
14133,25905,2026-06-28 00:00:00,A,2678
14134,25906,2026-04-16 00:00:00,A,2663
