CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
23203,NDPS,20,1,1
23204,MV,184,1,1
23204,MV,196,2,2
23205,IPC,307,1,1
23206,POCSO,8,1,1
23207,POCSO,8,1,1
23207,NDPS,8,2,2
23208,ARMS,25,1,1
23208,IPC,302,2,2
23209,ARMS,25,1,1
23209,NDPS,21,2,2
23209,POCSO,10,3,3
23210,NDPS,21,1,1
23210,ARMS,27,2,2
23210,ARMS,27,3,3
23211,IPC,498A,1,1
23212,ARMS,27,1,1
23212,IPC,307,2,2
23212,IT,67,3,3
23213,ARMS,27,1,1
23213,IPC,323,2,2
23213,MV,184,3,3
23214,IT,66,1,1
23214,ARMS,25,2,2
23215,NDPS,20,1,1
23215,IT,67,2,2
23216,IT,66D,1,1
23216,POCSO,8,2,2
23217,IPC,498A,1,1
23217,IT,66D,2,2
23218,ARMS,25,1,1
23218,NDPS,8,2,2
23219,MV,185,1,1
23220,MV,185,1,1
23220,ARMS,25,2,2
23220,ARMS,25,3,3
23221,IT,66D,1,1
23222,IPC,406,1,1
23222,NDPS,22,2,2
23223,ARMS,25,1,1
23224,IPC,354,1,1
23224,NDPS,20,2,2
23224,ARMS,25,3,3
23225,ARMS,25,1,1
23225,MV,185,2,2
23226,ARMS,27,1,1
23226,POCSO,4,2,2
23227,ARMS,27,1,1
23228,POCSO,6,1,1
23228,NDPS,8,2,2
23229,MV,196,1,1
23229,POCSO,10,2,2
23230,NDPS,21,1,1
23231,POCSO,6,1,1
23231,MV,196,2,2
23231,IPC,376,3,3
23232,ARMS,25,1,1
23232,MV,185,2,2
23232,POCSO,6,3,3
23233,ARMS,27,1,1
23233,MV,196,2,2
23233,IPC,307,3,3
23234,IPC,376,1,1
23235,NDPS,21,1,1
23235,ARMS,25,2,2
23235,IT,66C,3,3
23236,IPC,498A,1,1
23236,IT,66C,2,2
23237,POCSO,10,1,1
23237,IT,66C,2,2
23237,MV,185,3,3
23238,MV,196,1,1
23238,POCSO,4,2,2
23238,MV,184,3,3
23239,IPC,498A,1,1
23239,ARMS,25,2,2
23239,ARMS,25,3,3
23240,ARMS,25,1,1
23240,ARMS,27,2,2
23240,IPC,324,3,3
23241,NDPS,8,1,1
23241,NDPS,21,2,2
23241,IT,66,3,3
23242,ARMS,25,1,1
23242,ARMS,25,2,2
23242,MV,184,3,3
23243,NDPS,20,1,1
23244,ARMS,27,1,1
23244,IT,67,2,2
23245,NDPS,20,1,1
23245,ARMS,25,2,2
23245,NDPS,8,3,3
23246,IPC,376,1,1
23246,NDPS,22,2,2
23246,POCSO,8,3,3
23247,POCSO,10,1,1
23247,MV,196,2,2
23247,POCSO,4,3,3
23248,POCSO,6,1,1
23249,ARMS,27,1,1
23249,ARMS,25,2,2
23249,MV,184,3,3
23250,IPC,307,1,1
23250,NDPS,22,2,2
23251,NDPS,8,1,1
23251,ARMS,25,2,2
23252,IT,66,1,1
23252,IPC,307,2,2
23253,POCSO,8,1,1
23254,POCSO,4,1,1
23255,MV,185,1,1
23255,NDPS,21,2,2
23255,MV,184,3,3
23256,IT,67,1,1
23256,NDPS,20,2,2
23256,NDPS,21,3,3
23257,IT,67,1,1
23257,ARMS,25,2,2
23258,MV,184,1,1
23259,ARMS,27,1,1
23259,IPC,324,2,2
23260,NDPS,21,1,1
23260,ARMS,25,2,2
23260,MV,185,3,3
23261,IT,66,1,1
23262,MV,185,1,1
23262,NDPS,20,2,2
23262,IT,67,3,3
23263,IPC,406,1,1
23264,IPC,406,1,1
23264,IPC,354,2,2
23265,NDPS,8,1,1
23265,ARMS,25,2,2
23266,MV,196,1,1
23266,IPC,376,2,2
23267,IPC,498A,1,1
23268,MV,184,1,1
23268,IT,66C,2,2
23268,MV,185,3,3
23269,IT,67,1,1
23269,IT,67,2,2
23270,IPC,420,1,1
23270,IPC,392,2,2
23270,IPC,376,3,3
23271,ARMS,25,1,1
23271,IPC,420,2,2
23271,MV,184,3,3
23272,IT,66C,1,1
23273,POCSO,6,1,1
23274,ARMS,27,1,1
23274,MV,185,2,2
23275,IPC,406,1,1
23276,POCSO,8,1,1
23276,MV,185,2,2
23277,MV,196,1,1
23278,IT,67,1,1
23278,POCSO,4,2,2
23278,MV,185,3,3
23279,POCSO,6,1,1
23280,MV,185,1,1
23280,MV,196,2,2
23281,ARMS,25,1,1
23281,NDPS,21,2,2
23282,POCSO,8,1,1
23282,NDPS,8,2,2
23282,IT,66C,3,3
23283,IPC,376,1,1
23284,POCSO,10,1,1
23285,NDPS,20,1,1
23285,NDPS,8,2,2
23286,IPC,392,1,1
23287,NDPS,21,1,1
23287,IT,66,2,2
23288,MV,196,1,1
23288,IT,66C,2,2
23289,IPC,324,1,1
23289,NDPS,21,2,2
23289,MV,196,3,3
23290,ARMS,25,1,1
23290,NDPS,22,2,2
23290,POCSO,10,3,3
23291,POCSO,6,1,1
23292,IPC,392,1,1
23293,POCSO,6,1,1
23294,POCSO,10,1,1
23294,ARMS,27,2,2
23294,ARMS,27,3,3
23295,POCSO,10,1,1
23295,NDPS,8,2,2
23296,POCSO,8,1,1
23296,MV,185,2,2
23297,NDPS,8,1,1
23297,ARMS,25,2,2
23298,POCSO,10,1,1
23298,ARMS,25,2,2
23299,IPC,302,1,1
23300,POCSO,10,1,1
23300,NDPS,21,2,2
23301,NDPS,21,1,1
23302,IT,66D,1,1
23302,MV,196,2,2
23303,MV,185,1,1
23303,NDPS,20,2,2
23304,POCSO,4,1,1
23305,MV,184,1,1
23306,IPC,324,1,1
23306,NDPS,20,2,2
23307,NDPS,22,1,1
23307,NDPS,8,2,2
23307,NDPS,20,3,3
23308,MV,196,1,1
23309,MV,184,1,1
23310,POCSO,4,1,1
23311,POCSO,6,1,1
23311,ARMS,25,2,2
23311,NDPS,22,3,3
23312,NDPS,20,1,1
23313,POCSO,10,1,1
23313,POCSO,4,2,2
23313,IT,66C,3,3
23314,ARMS,25,1,1
23314,NDPS,20,2,2
23315,POCSO,4,1,1
23315,MV,184,2,2
23316,IT,66D,1,1
23316,IPC,406,2,2
23316,MV,185,3,3
23317,ARMS,25,1,1
23318,IT,66C,1,1
23319,IPC,406,1,1
23319,ARMS,27,2,2
23319,IT,66,3,3
23320,MV,196,1,1
23320,MV,196,2,2
23320,NDPS,21,3,3
23321,ARMS,27,1,1
23321,ARMS,27,2,2
23322,IPC,323,1,1
23323,ARMS,25,1,1
23323,IT,66,2,2
23323,IPC,420,3,3
23324,POCSO,10,1,1
23325,NDPS,22,1,1
23326,IPC,498A,1,1
23326,MV,185,2,2
23326,ARMS,27,3,3
23327,IT,67,1,1
23328,IPC,498A,1,1
23328,NDPS,20,2,2
23328,MV,184,3,3
23329,MV,196,1,1
23329,POCSO,8,2,2
23330,POCSO,10,1,1
23331,NDPS,8,1,1
23331,ARMS,27,2,2
23331,ARMS,27,3,3
23332,MV,184,1,1
23332,POCSO,4,2,2
23333,POCSO,6,1,1
23333,ARMS,25,2,2
23334,IT,66D,1,1
23334,MV,185,2,2
23334,IT,66,3,3
23335,POCSO,8,1,1
23335,IPC,307,2,2
23336,NDPS,8,1,1
23336,POCSO,6,2,2
23337,ARMS,25,1,1
23337,MV,185,2,2
23338,IPC,307,1,1
23338,POCSO,8,2,2
23338,ARMS,25,3,3
23339,ARMS,27,1,1
23340,ARMS,27,1,1
23341,ARMS,25,1,1
23341,IPC,307,2,2
23341,POCSO,4,3,3
23342,MV,184,1,1
23342,IPC,498A,2,2
23343,ARMS,27,1,1
23343,ARMS,27,2,2
23343,ARMS,25,3,3
23344,IPC,420,1,1
23344,IT,66,2,2
23345,IT,67,1,1
23345,MV,185,2,2
23345,IPC,307,3,3
23346,POCSO,10,1,1
23346,NDPS,21,2,2
23347,POCSO,10,1,1
23348,NDPS,22,1,1
23348,POCSO,6,2,2
23349,IT,66,1,1
23349,MV,196,2,2
23350,ARMS,27,1,1
23350,NDPS,22,2,2
23350,NDPS,22,3,3
23351,MV,196,1,1
23351,POCSO,8,2,2
23351,ARMS,27,3,3
23352,ARMS,27,1,1
23352,MV,184,2,2
23353,MV,185,1,1
23353,POCSO,8,2,2
23353,IT,66C,3,3
23354,MV,196,1,1
23354,POCSO,4,2,2
23355,NDPS,8,1,1
23356,IPC,324,1,1
23356,POCSO,6,2,2
23356,MV,184,3,3
23357,POCSO,10,1,1
23357,IPC,498A,2,2
23357,NDPS,8,3,3
23358,IT,67,1,1
23358,NDPS,21,2,2
23358,ARMS,25,3,3
23359,IPC,420,1,1
23359,POCSO,10,2,2
23359,ARMS,27,3,3
23360,IT,67,1,1
23360,NDPS,22,2,2
23360,IT,66,3,3
23361,NDPS,8,1,1
23361,IPC,498A,2,2
23361,IPC,406,3,3
23362,MV,185,1,1
23362,IPC,379,2,2
23362,ARMS,25,3,3
23363,POCSO,8,1,1
23363,IPC,379,2,2
23363,ARMS,25,3,3
23364,NDPS,22,1,1
23365,IT,66D,1,1
23365,NDPS,20,2,2
23365,IPC,324,3,3
23366,IPC,498A,1,1
23366,ARMS,27,2,2
23367,NDPS,20,1,1
23367,POCSO,8,2,2
23368,POCSO,4,1,1
23368,NDPS,8,2,2
23369,MV,185,1,1
23369,ARMS,25,2,2
23369,ARMS,25,3,3
23370,NDPS,8,1,1
23370,IPC,406,2,2
23370,MV,185,3,3
23371,IT,66C,1,1
23371,NDPS,20,2,2
23371,ARMS,27,3,3
23372,IPC,498A,1,1
23373,ARMS,25,1,1
23373,NDPS,20,2,2
23374,POCSO,10,1,1
23374,MV,184,2,2
23374,IT,66,3,3
23375,NDPS,8,1,1
23376,IT,66,1,1
23376,IT,66C,2,2
23377,POCSO,8,1,1
23377,ARMS,25,2,2
23378,NDPS,22,1,1
23378,IT,66,2,2
23379,POCSO,6,1,1
23379,NDPS,22,2,2
23380,ARMS,25,1,1
23380,ARMS,25,2,2
23381,MV,185,1,1
23381,IT,66,2,2
23382,MV,185,1,1
23383,IT,66C,1,1
23383,POCSO,8,2,2
23383,ARMS,27,3,3
23384,IT,67,1,1
23384,MV,185,2,2
23384,ARMS,25,3,3
23385,MV,184,1,1
23385,MV,196,2,2
23386,NDPS,21,1,1
23387,MV,184,1,1
23388,IT,66,1,1
23388,IPC,406,2,2
23389,IPC,498A,1,1
23389,IPC,354,2,2
23389,POCSO,8,3,3
23390,IT,66D,1,1
23391,MV,196,1,1
23392,IT,66D,1,1
23393,ARMS,27,1,1
23393,MV,185,2,2
23394,NDPS,20,1,1
23394,IT,66,2,2
23395,ARMS,25,1,1
23396,POCSO,8,1,1
23397,IPC,406,1,1
23398,ARMS,27,1,1
23398,NDPS,8,2,2
23398,POCSO,8,3,3
23399,POCSO,4,1,1
23399,IT,66,2,2
23400,NDPS,8,1,1
23401,POCSO,6,1,1
23401,MV,185,2,2
23402,IPC,323,1,1
23402,NDPS,21,2,2
23402,NDPS,20,3,3
23403,POCSO,4,1,1
23404,POCSO,10,1,1
23404,POCSO,10,2,2
23405,ARMS,27,1,1
23405,MV,196,2,2
23406,MV,185,1,1
23407,POCSO,4,1,1
23407,NDPS,8,2,2
23408,IPC,323,1,1
23409,POCSO,6,1,1
23410,IT,66,1,1
23410,IPC,379,2,2
23411,IPC,392,1,1
23412,MV,184,1,1
23412,POCSO,8,2,2
23413,ARMS,27,1,1
23413,ARMS,25,2,2
23413,MV,184,3,3
23414,POCSO,8,1,1
23414,IPC,420,2,2
23414,IPC,324,3,3
23415,IPC,406,1,1
23415,POCSO,6,2,2
23416,ARMS,25,1,1
23416,NDPS,8,2,2
23416,ARMS,25,3,3
23417,MV,184,1,1
23417,POCSO,10,2,2
23417,ARMS,25,3,3
23418,POCSO,6,1,1
23418,IT,67,2,2
23418,MV,185,3,3
23419,POCSO,6,1,1
23420,ARMS,25,1,1
23420,POCSO,10,2,2
23421,POCSO,10,1,1
23421,IPC,354,2,2
23422,POCSO,10,1,1
23422,POCSO,10,2,2
23422,POCSO,10,3,3
23423,IT,66D,1,1
23423,IPC,392,2,2
23424,IPC,406,1,1
23424,POCSO,6,2,2
23425,NDPS,8,1,1
23425,NDPS,21,2,2
23425,IPC,498A,3,3
23426,IPC,376,1,1
23426,POCSO,6,2,2
23427,MV,185,1,1
23427,IPC,302,2,2
23427,MV,184,3,3
23428,IPC,498A,1,1
23428,NDPS,20,2,2
23428,NDPS,20,3,3
23429,MV,184,1,1
23429,NDPS,20,2,2
23429,ARMS,27,3,3
23430,NDPS,22,1,1
23430,NDPS,22,2,2
23431,IT,66D,1,1
23431,IT,66,2,2
23431,POCSO,8,3,3
23432,ARMS,25,1,1
23432,POCSO,8,2,2
23432,NDPS,8,3,3
23433,MV,185,1,1
23433,IPC,498A,2,2
23434,POCSO,8,1,1
23434,ARMS,25,2,2
23434,POCSO,4,3,3
23435,IPC,324,1,1
23436,POCSO,4,1,1
23436,NDPS,20,2,2
23436,ARMS,27,3,3
23437,MV,196,1,1
23437,MV,196,2,2
23437,NDPS,22,3,3
23438,IPC,323,1,1
23438,MV,184,2,2
23438,POCSO,10,3,3
23439,IPC,354,1,1
23439,IT,66C,2,2
23440,ARMS,27,1,1
23441,IPC,324,1,1
23441,NDPS,20,2,2
23441,ARMS,27,3,3
23442,IPC,392,1,1
23442,POCSO,6,2,2
23442,IPC,323,3,3
23443,POCSO,6,1,1
23443,IPC,354,2,2
23444,ARMS,25,1,1
23445,IPC,324,1,1
23446,NDPS,21,1,1
23446,MV,196,2,2
23446,IPC,302,3,3
23447,NDPS,20,1,1
23448,NDPS,22,1,1
23448,IT,66D,2,2
23449,IPC,406,1,1
23450,NDPS,20,1,1
23450,ARMS,25,2,2
23451,IT,66D,1,1
23452,POCSO,4,1,1
23453,POCSO,8,1,1
23453,IT,66D,2,2
23454,MV,196,1,1
23454,ARMS,25,2,2
23454,IPC,324,3,3
23455,ARMS,25,1,1
23455,MV,184,2,2
23455,POCSO,6,3,3
23456,IPC,420,1,1
23457,POCSO,10,1,1
23457,MV,196,2,2
23458,ARMS,27,1,1
23458,MV,184,2,2
23459,POCSO,6,1,1
23459,NDPS,21,2,2
23459,IT,66D,3,3
23460,ARMS,25,1,1
23460,IPC,376,2,2
23460,NDPS,8,3,3
23461,POCSO,8,1,1
23461,IT,66,2,2
23462,IT,66,1,1
23462,IT,66C,2,2
23463,IPC,324,1,1
23463,POCSO,6,2,2
23463,IPC,420,3,3
23464,ARMS,27,1,1
23465,NDPS,21,1,1
23465,IPC,324,2,2
23465,POCSO,4,3,3
23466,IT,66,1,1
23467,IPC,354,1,1
23468,NDPS,20,1,1
23468,IPC,379,2,2
23468,POCSO,10,3,3
23469,IT,67,1,1
23470,POCSO,10,1,1
23471,ARMS,27,1,1
23471,ARMS,27,2,2
23471,ARMS,27,3,3
23472,MV,184,1,1
23472,MV,185,2,2
23473,POCSO,8,1,1
23473,ARMS,27,2,2
23473,IPC,498A,3,3
23474,ARMS,27,1,1
23474,POCSO,6,2,2
23474,IPC,307,3,3
23475,MV,185,1,1
23475,IT,66D,2,2
23475,NDPS,8,3,3
23476,POCSO,8,1,1
23477,ARMS,25,1,1
23477,IPC,379,2,2
23478,ARMS,25,1,1
23479,IT,66,1,1
23479,IT,67,2,2
23480,ARMS,25,1,1
23480,MV,185,2,2
23481,IPC,354,1,1
23482,MV,196,1,1
23482,ARMS,25,2,2
23482,ARMS,27,3,3
23483,MV,196,1,1
23483,POCSO,8,2,2
23484,POCSO,8,1,1
23485,NDPS,21,1,1
23485,POCSO,10,2,2
23485,IPC,354,3,3
23486,POCSO,6,1,1
23487,IPC,406,1,1
23488,POCSO,4,1,1
23488,IT,66,2,2
23489,MV,196,1,1
23489,IPC,379,2,2
23489,NDPS,21,3,3
23490,NDPS,21,1,1
23490,NDPS,8,2,2
23491,MV,184,1,1
23491,IPC,354,2,2
23491,IPC,302,3,3
23492,NDPS,20,1,1
23493,IPC,406,1,1
23493,IT,66,2,2
23494,NDPS,21,1,1
23494,ARMS,25,2,2
23495,MV,184,1,1
23495,POCSO,4,2,2
23496,POCSO,6,1,1
23496,IT,67,2,2
23497,IT,66C,1,1
23498,POCSO,10,1,1
23498,MV,184,2,2
23499,NDPS,21,1,1
23500,ARMS,25,1,1
23501,IT,67,1,1
23501,IT,66D,2,2
23501,ARMS,25,3,3
23502,NDPS,22,1,1
23502,ARMS,27,2,2
23503,IPC,420,1,1
23503,NDPS,20,2,2
23503,NDPS,20,3,3
23504,ARMS,25,1,1
23504,NDPS,8,2,2
23505,NDPS,21,1,1
23505,IT,66C,2,2
23506,ARMS,27,1,1
23506,POCSO,10,2,2
23506,MV,184,3,3
23507,IPC,354,1,1
23508,IPC,302,1,1
23509,MV,185,1,1
23509,IPC,498A,2,2
23510,ARMS,25,1,1
23510,MV,185,2,2
23510,IT,66C,3,3
23511,IPC,406,1,1
23512,IPC,302,1,1
23512,NDPS,21,2,2
23513,POCSO,6,1,1
23513,ARMS,27,2,2
23514,IT,66,1,1
23514,IPC,379,2,2
23515,MV,185,1,1
23515,POCSO,4,2,2
23516,ARMS,27,1,1
23517,NDPS,8,1,1
23517,IT,66C,2,2
23517,POCSO,8,3,3
23518,IPC,354,1,1
23519,IT,66D,1,1
23520,ARMS,27,1,1
23521,NDPS,22,1,1
23522,MV,185,1,1
23522,POCSO,10,2,2
23522,POCSO,10,3,3
23523,MV,184,1,1
23523,NDPS,22,2,2
23524,ARMS,25,1,1
23524,ARMS,27,2,2
23524,IPC,420,3,3
23525,IT,66C,1,1
23525,ARMS,25,2,2
23526,IPC,324,1,1
23526,MV,185,2,2
23527,MV,184,1,1
23527,MV,184,2,2
23528,IPC,376,1,1
23529,NDPS,8,1,1
23529,POCSO,6,2,2
23529,MV,184,3,3
23530,POCSO,10,1,1
23530,IPC,307,2,2
23531,IT,66C,1,1
23531,IPC,392,2,2
23531,IT,66,3,3
23532,POCSO,4,1,1
23533,IT,66D,1,1
23533,IPC,498A,2,2
23533,NDPS,21,3,3
23534,ARMS,27,1,1
23535,ARMS,27,1,1
23536,POCSO,4,1,1
23536,IPC,323,2,2
23536,NDPS,20,3,3
23537,POCSO,4,1,1
23537,NDPS,8,2,2
23538,NDPS,20,1,1
23539,IPC,323,1,1
23540,NDPS,20,1,1
23541,IT,66C,1,1
23541,NDPS,20,2,2
23542,MV,185,1,1
23542,POCSO,10,2,2
23543,POCSO,4,1,1
23544,ARMS,25,1,1
23544,IPC,302,2,2
23545,IPC,392,1,1
23546,ARMS,25,1,1
23547,IT,66,1,1
23547,MV,184,2,2
23547,MV,185,3,3
23548,IT,66,1,1
23549,ARMS,25,1,1
23550,ARMS,25,1,1
23550,IT,67,2,2
23551,NDPS,21,1,1
23551,NDPS,22,2,2
23552,IT,67,1,1
23552,POCSO,8,2,2
23553,IPC,406,1,1
23553,MV,196,2,2
23554,MV,196,1,1
23555,POCSO,8,1,1
23555,POCSO,4,2,2
23556,MV,196,1,1
23556,ARMS,25,2,2
23556,MV,185,3,3
23557,IT,66C,1,1
23557,ARMS,25,2,2
23558,NDPS,22,1,1
23558,NDPS,20,2,2
23558,MV,196,3,3
23559,NDPS,8,1,1
23560,ARMS,27,1,1
23561,ARMS,25,1,1
23561,NDPS,20,2,2
23561,IPC,354,3,3
23562,POCSO,8,1,1
23562,IPC,307,2,2
23563,IPC,354,1,1
23564,IPC,392,1,1
23564,IT,67,2,2
23565,IT,66D,1,1
23565,IT,66,2,2
23566,ARMS,27,1,1
23566,NDPS,20,2,2
23566,ARMS,27,3,3
23567,IT,66C,1,1
23567,MV,184,2,2
23567,IT,66D,3,3
23568,IPC,406,1,1
23569,MV,184,1,1
23569,IPC,379,2,2
23569,ARMS,25,3,3
23570,IPC,376,1,1
23571,ARMS,25,1,1
23572,ARMS,25,1,1
23572,IT,66D,2,2
23573,MV,184,1,1
23574,MV,185,1,1
23575,IT,66C,1,1
23575,POCSO,4,2,2
23576,IPC,376,1,1
23576,NDPS,20,2,2
23577,MV,185,1,1
23577,MV,184,2,2
23577,MV,196,3,3
23578,NDPS,8,1,1
23578,MV,185,2,2
23579,ARMS,25,1,1
23579,POCSO,8,2,2
23580,MV,185,1,1
23580,POCSO,8,2,2
23581,IPC,392,1,1
23581,IPC,392,2,2
23582,IPC,324,1,1
23583,IPC,498A,1,1
23584,IPC,323,1,1
23585,IPC,354,1,1
23585,IT,67,2,2
23585,POCSO,6,3,3
23586,NDPS,21,1,1
23586,ARMS,27,2,2
23587,ARMS,25,1,1
23587,NDPS,8,2,2
23588,POCSO,4,1,1
23588,POCSO,8,2,2
23589,MV,196,1,1
23590,ARMS,25,1,1
23590,IPC,498A,2,2
23591,NDPS,8,1,1
23592,IPC,392,1,1
23593,MV,196,1,1
23593,IT,67,2,2
23593,IT,66C,3,3
23594,IPC,498A,1,1
23594,NDPS,20,2,2
23595,ARMS,25,1,1
23595,NDPS,21,2,2
23595,MV,196,3,3
23596,NDPS,8,1,1
23596,IPC,354,2,2
23597,POCSO,10,1,1
23597,ARMS,25,2,2
23598,IT,66D,1,1
23598,NDPS,21,2,2
23599,MV,196,1,1
23599,POCSO,8,2,2
23600,ARMS,27,1,1
23601,NDPS,22,1,1
23601,NDPS,20,2,2
23602,MV,185,1,1
23603,NDPS,20,1,1
23603,NDPS,22,2,2
23604,IPC,323,1,1
23605,ARMS,25,1,1
23605,IT,66C,2,2
23605,ARMS,25,3,3
23606,NDPS,22,1,1
23606,POCSO,8,2,2
23607,IPC,379,1,1
23607,NDPS,20,2,2
23608,IT,66D,1,1
23609,IPC,324,1,1
23609,IT,66D,2,2
23610,IPC,406,1,1
23610,NDPS,20,2,2
23610,ARMS,25,3,3
23611,MV,196,1,1
23611,IT,66D,2,2
23612,ARMS,27,1,1
23612,POCSO,4,2,2
23612,POCSO,10,3,3
23613,NDPS,21,1,1
23614,MV,184,1,1
23615,NDPS,22,1,1
23615,NDPS,21,2,2
23615,ARMS,27,3,3
23616,IPC,302,1,1
23616,NDPS,20,2,2
23617,MV,184,1,1
23617,NDPS,8,2,2
23617,IT,66D,3,3
23618,IT,67,1,1
23619,POCSO,8,1,1
23619,POCSO,8,2,2
23619,IPC,498A,3,3
23620,IPC,420,1,1
23621,NDPS,21,1,1
23621,POCSO,4,2,2
23622,MV,196,1,1
23622,POCSO,10,2,2
23623,NDPS,8,1,1
23623,POCSO,8,2,2
23624,IT,66D,1,1
23624,IT,67,2,2
23624,IPC,498A,3,3
23625,IPC,420,1,1
23626,POCSO,6,1,1
23626,MV,184,2,2
23627,IPC,354,1,1
23627,IPC,379,2,2
23628,NDPS,20,1,1
23628,MV,184,2,2
23628,IT,66C,3,3
23629,IPC,406,1,1
23630,IPC,406,1,1
23631,POCSO,10,1,1
23631,POCSO,10,2,2
23632,MV,185,1,1
23632,MV,184,2,2
23632,ARMS,27,3,3
23633,MV,185,1,1
23633,MV,184,2,2
23634,NDPS,21,1,1
23634,MV,184,2,2
23634,IPC,324,3,3
23635,MV,185,1,1
23635,ARMS,27,2,2
23636,ARMS,27,1,1
23636,NDPS,20,2,2
23637,MV,185,1,1
23638,NDPS,20,1,1
23638,POCSO,10,2,2
23638,IPC,420,3,3
23639,ARMS,27,1,1
23640,IPC,420,1,1
23641,IPC,323,1,1
23641,NDPS,21,2,2
23641,NDPS,21,3,3
23642,IPC,420,1,1
23642,MV,185,2,2
23642,POCSO,10,3,3
23643,IPC,324,1,1
23644,NDPS,20,1,1
23644,ARMS,27,2,2
23645,ARMS,27,1,1
23645,NDPS,22,2,2
23646,POCSO,6,1,1
23646,IT,66,2,2
23647,IPC,376,1,1
23648,ARMS,27,1,1
23649,ARMS,25,1,1
23649,POCSO,8,2,2
23649,MV,184,3,3
23650,MV,185,1,1
23651,NDPS,20,1,1
23651,NDPS,22,2,2
23651,POCSO,8,3,3
23652,NDPS,22,1,1
23653,IPC,406,1,1
23654,POCSO,4,1,1
23654,IT,66,2,2
23654,NDPS,21,3,3
23655,POCSO,4,1,1
23655,ARMS,27,2,2
23655,MV,185,3,3
23656,MV,184,1,1
23657,IPC,498A,1,1
23657,ARMS,27,2,2
23658,MV,196,1,1
23659,IPC,376,1,1
23659,IT,66,2,2
23659,NDPS,20,3,3
23660,POCSO,10,1,1
23660,IT,66C,2,2
23660,POCSO,6,3,3
23661,ARMS,25,1,1
23661,ARMS,25,2,2
23662,ARMS,25,1,1
23662,ARMS,27,2,2
23663,IPC,307,1,1
23663,ARMS,27,2,2
23664,ARMS,27,1,1
23665,NDPS,21,1,1
23665,IPC,376,2,2
23666,IT,66,1,1
23666,IPC,420,2,2
23667,NDPS,8,1,1
23668,IT,67,1,1
23669,NDPS,22,1,1
23669,IT,66C,2,2
23669,IPC,376,3,3
23670,IPC,307,1,1
23670,ARMS,27,2,2
23670,IPC,354,3,3
23671,NDPS,22,1,1
23672,IT,66D,1,1
23672,IPC,392,2,2
23673,MV,185,1,1
23673,MV,196,2,2
23674,IPC,302,1,1
23675,ARMS,25,1,1
23675,POCSO,4,2,2
23676,POCSO,6,1,1
23677,ARMS,25,1,1
23677,IPC,392,2,2
23678,MV,185,1,1
23678,ARMS,25,2,2
23678,IT,67,3,3
23679,POCSO,8,1,1
23679,NDPS,21,2,2
23680,POCSO,6,1,1
23680,NDPS,21,2,2
23680,ARMS,27,3,3
23681,MV,196,1,1
23681,ARMS,27,2,2
23681,NDPS,21,3,3
23682,IT,66D,1,1
23682,IT,66D,2,2
23682,IPC,354,3,3
23683,ARMS,25,1,1
23683,ARMS,27,2,2
23684,NDPS,8,1,1
23685,POCSO,4,1,1
23685,ARMS,25,2,2
23685,POCSO,10,3,3
23686,ARMS,27,1,1
23686,NDPS,8,2,2
23687,NDPS,22,1,1
23687,POCSO,4,2,2
23688,IT,67,1,1
23688,MV,185,2,2
23688,MV,184,3,3
23689,IPC,406,1,1
23690,MV,184,1,1
23690,ARMS,25,2,2
23690,POCSO,6,3,3
23691,MV,196,1,1
23691,IT,66D,2,2
23692,POCSO,6,1,1
23692,MV,184,2,2
23692,POCSO,4,3,3
23693,NDPS,21,1,1
23693,IPC,323,2,2
23693,ARMS,25,3,3
23694,MV,185,1,1
23695,MV,184,1,1
23695,POCSO,6,2,2
23695,NDPS,8,3,3
23696,IPC,406,1,1
23696,ARMS,25,2,2
23697,POCSO,4,1,1
23697,ARMS,25,2,2
23698,POCSO,4,1,1
23699,ARMS,27,1,1
23700,IPC,354,1,1
23700,ARMS,27,2,2
23700,ARMS,25,3,3
23701,NDPS,8,1,1
23701,MV,185,2,2
23702,IPC,376,1,1
23702,NDPS,22,2,2
23703,POCSO,6,1,1
23703,IT,66D,2,2
23703,ARMS,25,3,3
23704,ARMS,27,1,1
23705,NDPS,8,1,1
23705,MV,184,2,2
23706,MV,185,1,1
23706,ARMS,25,2,2
23706,POCSO,8,3,3
23707,ARMS,25,1,1
23707,NDPS,8,2,2
23707,IPC,392,3,3
23708,NDPS,21,1,1
23708,IT,67,2,2
23709,IT,66C,1,1
23709,MV,185,2,2
23710,POCSO,6,1,1
23710,NDPS,20,2,2
23711,POCSO,8,1,1
23711,MV,184,2,2
23712,NDPS,22,1,1
23712,IPC,379,2,2
23712,POCSO,8,3,3
23713,IPC,376,1,1
23713,NDPS,20,2,2
23713,MV,196,3,3
23714,NDPS,21,1,1
23715,IT,66D,1,1
23715,IT,66C,2,2
23715,IPC,379,3,3
23716,NDPS,8,1,1
23716,IT,66C,2,2
23716,IT,67,3,3
23717,IT,66,1,1
23718,MV,184,1,1
23718,POCSO,10,2,2
23718,ARMS,25,3,3
23719,MV,196,1,1
23719,IT,67,2,2
23719,ARMS,27,3,3
23720,IT,66C,1,1
23720,NDPS,22,2,2
23721,IT,66D,1,1
23721,IPC,354,2,2
23721,IPC,498A,3,3
23722,MV,196,1,1
23723,NDPS,22,1,1
23723,POCSO,10,2,2
23723,IT,66,3,3
23724,POCSO,10,1,1
23724,NDPS,8,2,2
