CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
258,300110082202600001,202600001,2026-02-06,906,82,2,1,1,5,5,21,2026-02-04 04:01:00,2026-02-05 06:01:00,2026-02-06 09:01:00,15.178631,78.528222,Complainant reported that the victim was forcibly taken away by the accused.
259,400220162202500001,202500001,2025-08-24,1758,162,3,3,1,5,2,43,2025-08-21 03:11:00,2025-08-22 03:11:00,2025-08-23 09:11:00,15.565579,76.82256,Complainant reported that the victim was forcibly taken away by the accused.
260,800110082202500001,202500001,2025-11-12,905,82,4,2,2,6,5,21,2025-11-09 01:10:00,2025-11-09 23:10:00,2025-11-10 11:10:00,12.63322,77.309577,Complainant reported the theft of personal property from the premises.
261,300160125202600001,202600001,2026-03-25,1381,125,2,2,5,20,4,32,2026-03-22 11:04:00,2026-03-23 23:04:00,2026-03-24 17:04:00,16.494719,75.312446,Complainant reported misappropriation of entrusted property.
262,100080052202600001,202600001,2026-05-18,571,52,1,3,4,16,6,15,2026-05-15 06:05:00,2026-05-15 16:05:00,2026-05-18 00:05:00,16.47063,78.517154,Complainant reported an unauthorized gathering causing disturbance.
263,100110079202200001,202200001,2022-09-24,867,79,1,2,1,1,1,21,2022-09-20 03:39:00,2022-09-20 22:39:00,2022-09-23 18:39:00,16.428036,74.679696,Complainant reported the death of the victim under suspicious circumstances at the scene.
264,100250200202300001,202300001,2023-03-10,2217,200,1,3,3,14,4,49,2023-03-05 13:53:00,2023-03-06 16:53:00,2023-03-08 17:53:00,14.804469,77.142276,Complainant reported being repeatedly followed and harassed by the accused.
265,100060038202400001,202400001,2024-01-14,411,38,1,2,1,4,1,12,2024-01-10 20:39:00,2024-01-11 22:39:00,2024-01-14 03:39:00,16.569494,77.577764,Complainant reported being physically assaulted by the accused.
266,100200150202400001,202400001,2024-06-15,1629,150,1,2,1,4,2,39,2024-06-12 16:43:00,2024-06-13 19:43:00,2024-06-14 18:43:00,14.628185,76.54484,Complainant reported being physically assaulted by the accused.
267,400100070202400001,202400001,2024-11-05,763,70,3,3,3,11,3,19,2024-11-01 05:02:00,2024-11-02 01:02:00,2024-11-03 22:02:00,14.366003,75.545288,Complainant reported repeated harassment and abuse within the household.
268,800030023202300001,202300001,2023-04-05,246,23,4,1,1,2,3,6,2023-04-03 03:49:00,2023-04-03 16:49:00,2023-04-04 17:49:00,16.423375,76.778007,Complainant alleges the accused attacked the victim with intent to kill.
269,100190143202500001,202500001,2025-01-31,1568,143,1,2,5,21,6,38,2025-01-25 07:13:00,2025-01-26 16:13:00,2025-01-29 06:13:00,15.278822,76.43572,Complainant reported an online fraud resulting in financial loss.
270,800310241202400001,202400001,2024-05-24,2686,241,4,3,5,21,3,62,2024-05-21 03:54:00,2024-05-21 05:54:00,2024-05-23 14:54:00,15.554407,77.827525,Complainant reported an online fraud resulting in financial loss.
271,800250194202500002,202500002,2025-10-01,2156,194,4,1,5,18,4,50,2025-09-27 09:52:00,2025-09-27 22:52:00,2025-09-29 13:52:00,11.864814,77.884537,Complainant reported being deceived into a financial loss by the accused.
272,300110082202500001,202500001,2025-06-14,900,82,2,1,1,3,6,21,2025-06-11 06:10:00,2025-06-12 11:10:00,2025-06-13 17:10:00,16.321619,77.299208,Complainant reported a physical assault resulting in serious injury.
273,400030021202500001,202500001,2025-07-23,227,21,3,3,3,12,3,6,2025-07-20 03:49:00,2025-07-20 13:49:00,2025-07-21 02:49:00,15.433285,78.272272,Complainant reported harassment related to dowry demands.
274,300200149202500001,202500001,2025-04-12,1627,149,2,1,5,21,4,39,2025-04-09 18:46:00,2025-04-11 08:46:00,2025-04-11 15:46:00,16.212945,75.94977,Complainant reported an online fraud resulting in financial loss.
275,100150110202300001,202300001,2023-10-29,1212,110,1,1,2,6,1,30,2023-10-27 06:16:00,2023-10-28 01:16:00,2023-10-28 05:16:00,14.567681,76.240305,Complainant reported the theft of personal property from the premises.
276,300020013202500001,202500001,2025-08-19,153,13,2,1,4,17,6,3,2025-08-16 23:17:00,2025-08-17 10:17:00,2025-08-19 20:17:00,13.745784,76.891991,Complainant reported a disturbance affecting public order in the area.
277,800090064202400001,202400001,2024-08-17,694,64,4,3,1,1,4,17,2024-08-13 04:44:00,2024-08-14 20:44:00,2024-08-16 04:44:00,12.802811,76.174644,Complainant reported the death of the victim under suspicious circumstances at the scene.
278,800250197202300001,202300001,2023-09-13,2188,197,4,1,1,1,3,49,2023-09-10 02:41:00,2023-09-11 11:41:00,2023-09-13 17:41:00,13.875884,77.378861,Complainant reported the death of the victim under suspicious circumstances at the scene.
279,800160118202200001,202200001,2022-09-05,1303,118,4,2,1,4,2,32,2022-09-03 14:41:00,2022-09-03 20:41:00,2022-09-04 03:41:00,17.22367,74.361968,Complainant reported being physically assaulted by the accused.
280,400120084202400001,202400001,2024-10-21,914,84,3,1,1,2,3,23,2024-10-16 15:10:00,2024-10-18 10:10:00,2024-10-19 15:10:00,16.242209,74.890313,Complainant alleges the accused attacked the victim with intent to kill.
281,800120085202500001,202500001,2025-07-28,929,85,4,1,5,20,4,23,2025-07-22 23:36:00,2025-07-24 18:36:00,2025-07-27 03:36:00,15.228298,77.44594,Complainant reported misappropriation of entrusted property.
282,100150112202600001,202600001,2026-04-24,1235,112,1,3,5,19,5,30,2026-04-22 06:11:00,2026-04-22 22:11:00,2026-04-24 21:11:00,13.757898,78.483064,Complainant reported the use of forged documents by the accused.
283,400300235202600001,202600001,2026-05-17,2615,235,3,3,2,10,2,60,2026-05-13 15:58:00,2026-05-15 02:58:00,2026-05-15 15:58:00,15.746352,78.457735,Complainant reported intentional damage to property by the accused.
284,800300237202400001,202400001,2024-09-22,2656,237,4,2,3,11,3,60,2024-09-19 08:56:00,2024-09-20 12:56:00,2024-09-22 01:56:00,13.202081,74.119221,Complainant reported repeated harassment and abuse within the household.
285,300120090202200001,202200001,2022-08-31,994,90,2,3,1,5,2,24,2022-08-27 00:42:00,2022-08-28 02:42:00,2022-08-29 20:42:00,13.315798,74.236152,Complainant reported that the victim was forcibly taken away by the accused.
286,800030021202500002,202500002,2025-10-07,229,21,4,1,5,18,5,5,2025-10-04 01:57:00,2025-10-05 02:57:00,2025-10-07 07:57:00,13.76886,78.06902,Complainant reported being deceived into a financial loss by the accused.
287,100110078202600001,202600001,2026-05-23,848,78,1,3,2,8,2,21,2026-05-19 17:55:00,2026-05-20 22:55:00,2026-05-21 09:55:00,16.731522,74.854142,Complainant reported being robbed of belongings by the accused.
288,300150110202400001,202400001,2024-11-27,1211,110,2,1,5,18,2,30,2024-11-22 20:22:00,2024-11-24 20:22:00,2024-11-26 19:22:00,13.250482,78.108184,Complainant reported being deceived into a financial loss by the accused.
289,400300234202400001,202400001,2024-06-30,2607,234,3,3,1,2,2,59,2024-06-24 10:18:00,2024-06-25 12:18:00,2024-06-28 06:18:00,16.539828,77.251611,Complainant alleges the accused attacked the victim with intent to kill.
290,400110080202500001,202500001,2025-09-17,875,80,3,3,4,17,3,22,2025-09-13 23:14:00,2025-09-14 12:14:00,2025-09-15 11:14:00,12.812547,77.916633,Complainant reported a disturbance affecting public order in the area.
291,100310240202500001,202500001,2025-02-19,2681,240,1,3,2,8,5,61,2025-02-16 12:09:00,2025-02-17 22:09:00,2025-02-19 02:09:00,14.019805,76.573757,Complainant reported being robbed of belongings by the accused.
292,400290228202600001,202600001,2026-04-10,2533,228,3,2,5,19,5,58,2026-04-05 11:01:00,2026-04-06 08:01:00,2026-04-08 01:01:00,13.231935,76.931372,Complainant reported the use of forged documents by the accused.
293,300050030202600001,202600001,2026-03-14,326,30,2,3,4,16,4,9,2026-03-09 14:12:00,2026-03-09 15:12:00,2026-03-12 08:12:00,16.867349,74.736734,Complainant reported an unauthorized gathering causing disturbance.
294,400120086202200001,202200001,2022-05-26,943,86,3,3,5,19,1,24,2022-05-25 15:38:00,2022-05-26 07:38:00,2022-05-26 18:38:00,17.043245,77.049335,Complainant reported the use of forged documents by the accused.
295,300230175202600001,202600001,2026-03-25,1915,175,2,1,1,2,3,45,2026-03-20 17:02:00,2026-03-21 03:02:00,2026-03-23 22:02:00,11.945027,76.552661,Complainant alleges the accused attacked the victim with intent to kill.
296,400210157202200001,202200001,2022-12-06,1714,157,3,2,1,3,1,41,2022-12-02 06:44:00,2022-12-03 17:44:00,2022-12-06 17:44:00,15.804988,78.095354,Complainant reported a physical assault resulting in serious injury.
297,800150111202200001,202200001,2022-04-18,1223,111,4,1,2,7,4,29,2022-04-11 21:31:00,2022-04-13 14:31:00,2022-04-16 06:31:00,12.122439,77.035454,Complainant reported that the premises were broken into and valuables removed.
298,300020017202300001,202300001,2023-01-21,193,17,2,1,2,6,3,3,2023-01-16 12:21:00,2023-01-17 22:21:00,2023-01-20 12:21:00,13.540136,77.231301,Complainant reported the theft of personal property from the premises.
299,300300236202600001,202600001,2026-02-26,2639,236,2,2,3,14,5,59,2026-02-22 17:45:00,2026-02-24 00:45:00,2026-02-25 01:45:00,17.570634,77.885345,Complainant reported being repeatedly followed and harassed by the accused.
300,400040027202200001,202200001,2022-12-30,297,27,3,1,4,15,5,7,2022-12-28 09:45:00,2022-12-28 22:45:00,2022-12-30 22:45:00,12.094303,76.525567,Complainant reported a violent disturbance involving a group at the location.
